codigo_provincia,provincia_residencia,fecha,positividad
112,Aisén,2020-03-19,NA
112,Aisén,2020-03-20,NA
112,Aisén,2020-03-21,NA
112,Aisén,2020-03-22,NA
112,Aisén,2020-03-23,NA
112,Aisén,2020-03-24,NA
112,Aisén,2020-03-25,NA
112,Aisén,2020-03-26,NA
112,Aisén,2020-03-27,NA
112,Aisén,2020-03-28,NA
112,Aisén,2020-03-29,NA
112,Aisén,2020-03-30,NA
112,Aisén,2020-03-31,NA
112,Aisén,2020-04-01,NA
112,Aisén,2020-04-02,NA
112,Aisén,2020-04-03,NA
112,Aisén,2020-04-04,NA
112,Aisén,2020-04-05,NA
112,Aisén,2020-04-06,NA
112,Aisén,2020-04-07,NA
112,Aisén,2020-04-08,NA
112,Aisén,2020-04-09,NA
112,Aisén,2020-04-10,NA
112,Aisén,2020-04-11,NA
112,Aisén,2020-04-12,NA
112,Aisén,2020-04-13,NA
112,Aisén,2020-04-14,NA
112,Aisén,2020-04-15,NA
112,Aisén,2020-04-16,NA
112,Aisén,2020-04-17,NA
112,Aisén,2020-04-18,NA
112,Aisén,2020-04-19,0
112,Aisén,2020-04-20,0
112,Aisén,2020-04-21,0
112,Aisén,2020-04-22,0
112,Aisén,2020-04-23,0
112,Aisén,2020-04-24,0
112,Aisén,2020-04-25,0
112,Aisén,2020-04-26,0
112,Aisén,2020-04-27,NA
112,Aisén,2020-04-28,NA
112,Aisén,2020-04-29,NA
112,Aisén,2020-04-30,NA
112,Aisén,2020-05-01,NA
112,Aisén,2020-05-02,NA
112,Aisén,2020-05-03,NA
112,Aisén,2020-05-04,NA
112,Aisén,2020-05-05,NA
112,Aisén,2020-05-06,NA
112,Aisén,2020-05-07,NA
112,Aisén,2020-05-08,0
112,Aisén,2020-05-09,0
112,Aisén,2020-05-10,0
112,Aisén,2020-05-11,0
112,Aisén,2020-05-12,0.008403361344537815
112,Aisén,2020-05-13,0.008403361344537815
112,Aisén,2020-05-14,0.008403361344537815
112,Aisén,2020-05-15,0.008403361344537815
112,Aisén,2020-05-16,0.008403361344537815
112,Aisén,2020-05-17,0.008403361344537815
112,Aisén,2020-05-18,0.008403361344537815
112,Aisén,2020-05-19,0
112,Aisén,2020-05-20,0
112,Aisén,2020-05-21,0
112,Aisén,2020-05-22,0
112,Aisén,2020-05-23,0
112,Aisén,2020-05-24,0
112,Aisén,2020-05-25,0.00510204081632653
112,Aisén,2020-05-26,0.0336734693877551
112,Aisén,2020-05-27,0.037432867883995705
112,Aisén,2020-05-28,0.04189715359828142
112,Aisén,2020-05-29,0.04189715359828142
112,Aisén,2020-05-30,0.04189715359828142
112,Aisén,2020-05-31,0.04189715359828142
112,Aisén,2020-06-01,0.03679511278195489
112,Aisén,2020-06-02,0.008223684210526315
112,Aisén,2020-06-03,0.004464285714285714
112,Aisén,2020-06-04,0
112,Aisén,2020-06-05,0
112,Aisén,2020-06-06,0
112,Aisén,2020-06-07,0
112,Aisén,2020-06-08,0
112,Aisén,2020-06-09,0
112,Aisén,2020-06-10,0.007518796992481203
112,Aisén,2020-06-11,0.011983082706766917
112,Aisén,2020-06-12,0.011983082706766917
112,Aisén,2020-06-13,0.011983082706766917
112,Aisén,2020-06-14,0.011983082706766917
112,Aisén,2020-06-15,0.011983082706766917
112,Aisén,2020-06-16,0.011983082706766917
112,Aisén,2020-06-17,0.012186293436293436
112,Aisén,2020-06-18,0.007722007722007722
112,Aisén,2020-06-19,0.007722007722007722
112,Aisén,2020-06-20,0.007722007722007722
112,Aisén,2020-06-21,0.007722007722007722
112,Aisén,2020-06-22,0.007722007722007722
112,Aisén,2020-06-23,0.014215514215514216
112,Aisén,2020-06-24,0.006493506493506494
112,Aisén,2020-06-25,0.006493506493506494
112,Aisén,2020-06-26,0.011064935064935066
112,Aisén,2020-06-27,0.011064935064935066
112,Aisén,2020-06-28,0.017276115189158666
112,Aisén,2020-06-29,0.017276115189158666
112,Aisén,2020-06-30,0.014266929253143464
112,Aisén,2020-07-01,0.014266929253143464
112,Aisén,2020-07-02,0.014266929253143464
112,Aisén,2020-07-03,0.017632008618222828
112,Aisén,2020-07-04,0.017632008618222828
112,Aisén,2020-07-05,0.011420828493999226
112,Aisén,2020-07-06,0.014667581740752472
112,Aisén,2020-07-07,0.011183261183261182
112,Aisén,2020-07-08,0.017394441307484784
112,Aisén,2020-07-09,0.03780260457279091
112,Aisén,2020-07-10,0.03666881772471835
112,Aisén,2020-07-11,0.05254183359773422
112,Aisén,2020-07-12,0.05254183359773422
112,Aisén,2020-07-13,0.04929508035098097
112,Aisén,2020-07-14,0.060475204574583455
112,Aisén,2020-07-15,0.054264024450359855
112,Aisén,2020-07-16,0.03385586118505373
112,Aisén,2020-07-17,0.02705314009661836
112,Aisén,2020-07-18,0.011180124223602485
112,Aisén,2020-07-19,0.011180124223602485
112,Aisén,2020-07-20,0.011180124223602485
112,Aisén,2020-07-21,0.0026455026455026454
112,Aisén,2020-07-22,0.0026455026455026454
112,Aisén,2020-07-23,0.009788359788359789
112,Aisén,2020-07-24,0.009788359788359789
112,Aisén,2020-07-25,0.026271876271876275
112,Aisén,2020-07-26,0.04055759055759056
112,Aisén,2020-07-27,0.04293854293854294
112,Aisén,2020-07-28,0.04293854293854294
112,Aisén,2020-07-29,0.047020175591604166
112,Aisén,2020-07-30,0.04291683212655857
112,Aisén,2020-07-31,0.04291683212655857
112,Aisén,2020-08-01,0.026433315643042087
112,Aisén,2020-08-02,0.0121476013573278
112,Aisén,2020-08-03,0.013050721225964911
112,Aisén,2020-08-04,0.010405218580462266
112,Aisén,2020-08-05,0.008665506302108302
112,Aisén,2020-08-06,0.03788405714042578
112,Aisén,2020-08-07,0.04074119999756864
112,Aisén,2020-08-08,0.04074119999756864
112,Aisén,2020-08-09,0.04074119999756864
112,Aisén,2020-08-10,0.03745712774797915
112,Aisén,2020-08-11,0.03745712774797915
112,Aisén,2020-08-12,0.03887460586951249
112,Aisén,2020-08-13,0.010818222025652366
112,Aisén,2020-08-14,0.010228652864654634
112,Aisén,2020-08-15,0.010228652864654634
112,Aisén,2020-08-16,0.010228652864654634
112,Aisén,2020-08-17,0.010228652864654634
112,Aisén,2020-08-18,0.017747449857135836
112,Aisén,2020-08-19,0.018317055689899563
122,Antártica Chilena,2020-03-20,NA
122,Antártica Chilena,2020-03-21,NA
122,Antártica Chilena,2020-03-22,NA
