Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28
Valparaiso,05,La Ligua,05401,37739.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,6.0,7.0,4.0,11.0,22.0,10.0,19.0,52.0,46.0,44.0,41.0,42.0,40.0,50.0,42.0,35.0,40.0,42.0,35.0,38.0,55.0,57.0,72.0,77.0,92.0,89.0,87.0
Valparaiso,05,Limache,05802,49931.0,6.0,8.0,11.0,11.0,11.0,4.0,0.0,0.0,2.0,5.0,23.0,23.0,24.0,24.0,15.0,12.0,29.0,35.0,55.0,61.0,124.0,132.0,125.0,110.0,109.0,113.0,110.0,88.0,51.0,57.0,56.0,40.0,41.0,56.0,95.0,119.0,92.0,70.0,74.0,74.0
Valparaiso,05,Llaillay,05703,26533.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,7.0,9.0,25.0,26.0,25.0,14.0,14.0,24.0,24.0,31.0,27.0,33.0,40.0,38.0,36.0,31.0,51.0,54.0,44.0,23.0,28.0,33.0,28.0,29.0,35.0,34.0,24.0,16.0,14.0,32.0
Valparaiso,05,Los Andes,05301,68093.0,3.0,4.0,5.0,4.0,1.0,0.0,2.0,2.0,8.0,16.0,17.0,18.0,43.0,50.0,56.0,49.0,55.0,95.0,98.0,117.0,118.0,146.0,132.0,132.0,119.0,101.0,105.0,91.0,86.0,83.0,80.0,64.0,54.0,34.0,38.0,40.0,34.0,20.0,20.0,26.0
Valparaiso,05,Nogales,05506,23490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,6.0,4.0,4.0,8.0,7.0,5.0,9.0,18.0,17.0,18.0,19.0,14.0,23.0,21.0,26.0,22.0,34.0,42.0,41.0,32.0,46.0,41.0,46.0,54.0,44.0,49.0,67.0
Valparaiso,05,Olmue,05803,19266.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,7.0,8.0,4.0,4.0,5.0,7.0,17.0,21.0,12.0,12.0,11.0,17.0,26.0,17.0,8.0,17.0,24.0,21.0,20.0,15.0,39.0,33.0,43.0,39.0,43.0,39.0
Valparaiso,05,Panquehue,05704,7633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,5.0,6.0,15.0,11.0,16.0,10.0,8.0,5.0,14.0,23.0,20.0,25.0,26.0,18.0,9.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0
Valparaiso,05,Papudo,05403,6201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,6.0,6.0,3.0,5.0,16.0,16.0,11.0,6.0,7.0,10.0,7.0,5.0,2.0,2.0,5.0,4.0,8.0,11.0,15.0,12.0,6.0,9.0,9.0,9.0
Valparaiso,05,Petorca,05404,10558.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,7.0,6.0,7.0,3.0,3.0,6.0,13.0,12.0,12.0,16.0,13.0,7.0,6.0,4.0,9.0,6.0,10.0,23.0,21.0,16.0,14.0,14.0,19.0,16.0
Valparaiso,05,Puchuncavi,05105,20071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,6.0,10.0,14.0,25.0,27.0,25.0,27.0,29.0,23.0,15.0,17.0,13.0,6.0,3.0,5.0,8.0,9.0,14.0,10.0,12.0,16.0,15.0,11.0,5.0
Valparaiso,05,Putaendo,05705,17645.0,0.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,5.0,5.0,5.0,6.0,7.0,2.0,4.0,8.0,21.0,27.0,27.0,31.0,32.0,38.0,39.0,41.0,30.0,29.0,25.0,12.0,11.0,18.0,19.0,22.0,15.0,20.0,14.0,12.0,8.0,8.0,7.0
Valparaiso,05,Quillota,05501,97572.0,5.0,5.0,6.0,4.0,2.0,2.0,3.0,4.0,5.0,6.0,11.0,18.0,17.0,11.0,7.0,15.0,20.0,37.0,85.0,122.0,237.0,212.0,266.0,231.0,248.0,275.0,235.0,178.0,96.0,93.0,95.0,97.0,97.0,130.0,135.0,140.0,151.0,154.0,163.0,145.0
Valparaiso,05,Quilpue,05801,167085.0,7.0,5.0,5.0,5.0,4.0,3.0,9.0,8.0,12.0,15.0,34.0,41.0,40.0,43.0,37.0,47.0,61.0,64.0,60.0,71.0,172.0,162.0,244.0,228.0,234.0,222.0,229.0,199.0,103.0,94.0,81.0,75.0,77.0,100.0,126.0,159.0,177.0,143.0,135.0,100.0
Valparaiso,05,Quintero,05107,36135.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,1.0,4.0,4.0,10.0,15.0,9.0,11.0,12.0,22.0,22.0,31.0,29.0,36.0,53.0,42.0,53.0,47.0,44.0,22.0,25.0,37.0,32.0,26.0,20.0,15.0,11.0,14.0,7.0,10.0,12.0,14.0,10.0,12.0
Valparaiso,05,Rinconada,05303,11263.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,13.0,15.0,16.0,20.0,14.0,19.0,21.0,24.0,26.0,31.0,23.0,22.0,17.0,19.0,18.0,16.0,13.0,13.0,10.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0
Valparaiso,05,San Antonio,05601,96761.0,11.0,9.0,18.0,16.0,20.0,21.0,28.0,35.0,58.0,49.0,59.0,70.0,85.0,62.0,83.0,74.0,100.0,127.0,125.0,85.0,99.0,136.0,117.0,114.0,109.0,106.0,99.0,75.0,76.0,85.0,85.0,79.0,81.0,77.0,64.0,68.0,98.0,97.0,108.0,81.0
Valparaiso,05,San Esteban,05304,20643.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,4.0,6.0,4.0,4.0,11.0,19.0,20.0,20.0,23.0,32.0,32.0,33.0,39.0,29.0,42.0,33.0,27.0,24.0,17.0,14.0,16.0,14.0,14.0,9.0,15.0,10.0,11.0,6.0
Valparaiso,05,San Felipe,05701,83494.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,7.0,18.0,23.0,53.0,50.0,53.0,40.0,68.0,114.0,133.0,140.0,212.0,174.0,154.0,155.0,158.0,117.0,113.0,71.0,42.0,49.0,49.0,30.0,50.0,95.0,132.0,130.0,109.0,78.0,53.0,38.0
Valparaiso,05,Santa Maria,05706,16367.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,12.0,9.0,3.0,1.0,6.0,4.0,6.0,4.0,4.0,15.0,21.0,15.0,40.0,46.0,39.0,28.0,29.0,33.0,30.0,20.0,24.0,21.0,17.0,16.0,23.0,24.0,19.0,7.0,12.0,16.0,14.0,24.0
Valparaiso,05,Santo Domingo,05606,11934.0,2.0,6.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,7.0,6.0,8.0,5.0,0.0,2.0,6.0,10.0,24.0,22.0,32.0,13.0,13.0,8.0,13.0,8.0,9.0,7.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,9.0,9.0,10.0
Valparaiso,05,Valparaiso,05101,315732.0,15.0,12.0,15.0,18.0,16.0,11.0,34.0,40.0,86.0,82.0,97.0,112.0,95.0,111.0,114.0,153.0,219.0,266.0,296.0,380.0,662.0,631.0,622.0,501.0,491.0,420.0,468.0,425.0,337.0,306.0,288.0,297.0,289.0,373.0,405.0,411.0,399.0,365.0,409.0,413.0
Valparaiso,05,Villa Alemana,05804,139310.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,5.0,18.0,25.0,33.0,28.0,47.0,34.0,30.0,33.0,74.0,89.0,72.0,74.0,190.0,218.0,221.0,168.0,190.0,203.0,206.0,159.0,99.0,93.0,74.0,63.0,79.0,109.0,117.0,150.0,157.0,154.0,149.0,120.0
Valparaiso,05,Vina del Mar,05109,361371.0,16.0,13.0,15.0,18.0,18.0,18.0,24.0,30.0,52.0,70.0,105.0,124.0,134.0,123.0,136.0,188.0,220.0,236.0,254.0,294.0,433.0,404.0,552.0,474.0,483.0,407.0,421.0,348.0,255.0,233.0,220.0,200.0,234.0,305.0,341.0,378.0,434.0,428.0,430.0,382.0
Valparaiso,05,Zapallar,05405,7994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,19.0,17.0,14.0,14.0,17.0,14.0,11.0,11.0,10.0,6.0,3.0,5.0,12.0,12.0,11.0,8.0,8.0,5.0
Valparaiso,05,Desconocido Valparaiso,,,,,,,,,,,,,,,,,,,,,,,158.0,155.0,138.0,156.0,152.0,127.0,135.0,95.0,85.0,63.0,75.0,47.0,53.0,37.0,39.0,20.0,28.0,23.0,29.0,36.0
Valparaiso,05,Total,,1960170.0,88.0,83.0,102.0,108.0,111.0,103.0,160.0,176.0,305.0,348.0,510.0,575.0,722.0,690.0,723.0,811.0,1119.0,1439.0,1590.0,1790.0,3070.0,3056.0,3380.0,3049.0,3117.0,2806.0,2890.0,2459.0,1813.0,1712.0,1691.0,1522.0,1573.0,1928.0,2168.0,2294.0,2416.0,2207.0,2194.0,2028.0
Metropolitana,13,Alhue,13502,7405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,24.0,27.0,18.0,22.0,25.0,36.0,41.0,41.0,30.0,24.0,26.0,23.0,27.0,16.0,26.0,35.0,44.0,38.0,33.0,36.0
Metropolitana,13,Buin,13402,109641.0,15.0,15.0,14.0,17.0,16.0,16.0,28.0,34.0,47.0,68.0,112.0,121.0,150.0,163.0,102.0,109.0,107.0,133.0,216.0,184.0,317.0,280.0,243.0,223.0,195.0,195.0,198.0,194.0,153.0,125.0,124.0,90.0,77.0,84.0,123.0,145.0,124.0,92.0,82.0,89.0
Metropolitana,13,Calera de Tango,13403,28525.0,1.0,0.0,1.0,5.0,5.0,5.0,3.0,1.0,5.0,7.0,10.0,11.0,19.0,29.0,32.0,26.0,24.0,45.0,47.0,43.0,78.0,81.0,86.0,81.0,85.0,53.0,42.0,45.0,36.0,32.0,22.0,18.0,15.0,12.0,15.0,14.0,12.0,15.0,15.0,25.0
Metropolitana,13,Cerrillos,13102,88956.0,14.0,19.0,24.0,19.0,24.0,29.0,67.0,171.0,202.0,187.0,161.0,141.0,199.0,211.0,179.0,186.0,140.0,138.0,172.0,212.0,383.0,320.0,281.0,250.0,218.0,208.0,203.0,147.0,124.0,122.0,117.0,107.0,124.0,83.0,74.0,70.0,55.0,51.0,47.0,39.0
Metropolitana,13,Cerro Navia,13103,142465.0,27.0,29.0,41.0,53.0,51.0,50.0,76.0,103.0,125.0,167.0,161.0,158.0,211.0,177.0,185.0,222.0,257.0,297.0,316.0,328.0,689.0,576.0,563.0,463.0,394.0,306.0,275.0,255.0,200.0,168.0,145.0,136.0,151.0,199.0,227.0,177.0,167.0,133.0,137.0,122.0
Metropolitana,13,Colina,13301,180353.0,20.0,15.0,15.0,17.0,16.0,20.0,35.0,49.0,106.0,149.0,256.0,255.0,347.0,396.0,399.0,382.0,399.0,432.0,418.0,415.0,505.0,440.0,412.0,351.0,323.0,248.0,227.0,195.0,168.0,113.0,87.0,67.0,70.0,74.0,86.0,92.0,79.0,80.0,83.0,106.0
Metropolitana,13,Conchali,13104,139195.0,25.0,27.0,29.0,35.0,40.0,49.0,75.0,150.0,200.0,208.0,263.0,247.0,320.0,324.0,295.0,298.0,341.0,358.0,371.0,348.0,615.0,573.0,546.0,459.0,402.0,342.0,319.0,254.0,202.0,147.0,124.0,125.0,132.0,143.0,130.0,99.0,124.0,104.0,122.0,119.0
Metropolitana,13,Curacavi,13503,36430.0,6.0,4.0,4.0,2.0,1.0,0.0,4.0,8.0,9.0,15.0,37.0,41.0,49.0,63.0,82.0,122.0,130.0,145.0,108.0,103.0,127.0,94.0,88.0,68.0,78.0,73.0,74.0,65.0,60.0,56.0,52.0,38.0,38.0,38.0,38.0,33.0,45.0,41.0,38.0,37.0
Metropolitana,13,El Bosque,13105,172000.0,48.0,43.0,52.0,57.0,51.0,66.0,93.0,114.0,175.0,200.0,268.0,283.0,402.0,352.0,321.0,312.0,397.0,520.0,522.0,595.0,839.0,695.0,639.0,542.0,545.0,489.0,439.0,353.0,281.0,242.0,207.0,186.0,165.0,136.0,131.0,104.0,106.0,89.0,98.0,118.0
Metropolitana,13,El Monte,13602,40014.0,8.0,4.0,6.0,3.0,2.0,4.0,9.0,8.0,10.0,9.0,2.0,15.0,26.0,24.0,29.0,35.0,35.0,37.0,56.0,44.0,139.0,159.0,168.0,129.0,130.0,120.0,122.0,88.0,80.0,66.0,56.0,47.0,63.0,42.0,57.0,59.0,46.0,29.0,16.0,12.0
Metropolitana,13,Estacion Central,13106,206792.0,34.0,39.0,41.0,53.0,72.0,95.0,177.0,252.0,278.0,303.0,401.0,406.0,478.0,448.0,361.0,441.0,432.0,454.0,454.0,440.0,714.0,598.0,539.0,444.0,393.0,290.0,298.0,277.0,247.0,189.0,156.0,127.0,123.0,111.0,106.0,111.0,105.0,98.0,99.0,95.0
Metropolitana,13,Huechuraba,13107,112528.0,19.0,21.0,22.0,21.0,22.0,19.0,35.0,55.0,108.0,121.0,164.0,148.0,230.0,226.0,174.0,201.0,179.0,191.0,246.0,206.0,305.0,330.0,335.0,266.0,205.0,167.0,180.0,133.0,124.0,102.0,117.0,110.0,115.0,108.0,112.0,103.0,113.0,87.0,78.0,66.0
Metropolitana,13,Independencia,13108,142065.0,28.0,29.0,45.0,69.0,130.0,160.0,260.0,356.0,424.0,441.0,458.0,371.0,389.0,405.0,483.0,488.0,490.0,463.0,438.0,385.0,524.0,449.0,390.0,319.0,262.0,232.0,266.0,224.0,193.0,148.0,134.0,121.0,137.0,136.0,138.0,123.0,122.0,106.0,114.0,116.0
Metropolitana,13,Isla de Maipo,13603,40171.0,7.0,5.0,3.0,1.0,0.0,2.0,3.0,4.0,3.0,6.0,8.0,7.0,14.0,10.0,15.0,21.0,19.0,20.0,28.0,33.0,70.0,72.0,96.0,77.0,94.0,84.0,91.0,109.0,91.0,120.0,139.0,122.0,90.0,98.0,105.0,93.0,64.0,49.0,53.0,47.0
Metropolitana,13,La Cisterna,13109,100434.0,21.0,24.0,23.0,28.0,29.0,31.0,53.0,64.0,92.0,114.0,159.0,180.0,281.0,221.0,166.0,228.0,253.0,296.0,346.0,300.0,404.0,365.0,312.0,240.0,205.0,184.0,154.0,139.0,121.0,93.0,90.0,82.0,74.0,77.0,75.0,70.0,75.0,62.0,68.0,71.0
Metropolitana,13,La Florida,13110,402433.0,73.0,65.0,80.0,79.0,88.0,112.0,167.0,265.0,432.0,561.0,791.0,883.0,977.0,1236.0,1125.0,1089.0,937.0,1093.0,1178.0,1190.0,1430.0,1258.0,1278.0,1156.0,975.0,699.0,640.0,555.0,485.0,389.0,337.0,282.0,274.0,275.0,283.0,276.0,262.0,196.0,214.0,217.0
Metropolitana,13,La Granja,13111,122557.0,26.0,23.0,22.0,25.0,22.0,33.0,60.0,107.0,156.0,185.0,384.0,458.0,588.0,791.0,775.0,705.0,404.0,534.0,523.0,505.0,788.0,643.0,632.0,487.0,455.0,397.0,374.0,261.0,162.0,156.0,141.0,121.0,109.0,84.0,103.0,118.0,113.0,72.0,80.0,60.0
Metropolitana,13,La Pintana,13112,189335.0,34.0,38.0,44.0,55.0,55.0,97.0,128.0,156.0,230.0,238.0,405.0,484.0,525.0,569.0,687.0,754.0,637.0,736.0,756.0,761.0,1118.0,880.0,787.0,675.0,617.0,452.0,405.0,346.0,291.0,318.0,302.0,256.0,242.0,256.0,316.0,270.0,243.0,194.0,231.0,202.0
Metropolitana,13,La Reina,13113,100252.0,16.0,14.0,13.0,10.0,7.0,24.0,42.0,66.0,83.0,87.0,102.0,110.0,140.0,181.0,224.0,190.0,154.0,163.0,165.0,183.0,277.0,241.0,218.0,180.0,174.0,159.0,157.0,107.0,82.0,60.0,53.0,45.0,44.0,56.0,59.0,54.0,57.0,68.0,77.0,73.0
Metropolitana,13,Lampa,13302,126898.0,18.0,17.0,14.0,12.0,16.0,23.0,38.0,49.0,86.0,86.0,129.0,114.0,149.0,221.0,231.0,198.0,154.0,190.0,211.0,221.0,416.0,348.0,308.0,242.0,227.0,225.0,240.0,193.0,185.0,146.0,126.0,76.0,70.0,99.0,117.0,111.0,112.0,78.0,75.0,76.0
Metropolitana,13,Las Condes,13114,330759.0,48.0,39.0,38.0,34.0,42.0,38.0,81.0,134.0,239.0,291.0,415.0,417.0,544.0,644.0,659.0,647.0,554.0,537.0,508.0,476.0,573.0,526.0,431.0,375.0,344.0,286.0,268.0,221.0,189.0,175.0,162.0,126.0,124.0,118.0,113.0,120.0,125.0,129.0,139.0,133.0
Metropolitana,13,Lo Barnechea,13115,124076.0,24.0,26.0,39.0,47.0,41.0,46.0,73.0,92.0,165.0,171.0,203.0,189.0,243.0,274.0,259.0,261.0,206.0,208.0,231.0,194.0,263.0,227.0,143.0,121.0,121.0,109.0,89.0,79.0,64.0,70.0,77.0,65.0,76.0,76.0,76.0,87.0,80.0,87.0,100.0,102.0
Metropolitana,13,Lo Espejo,13116,103865.0,37.0,33.0,33.0,30.0,24.0,40.0,57.0,75.0,104.0,117.0,235.0,256.0,334.0,257.0,173.0,254.0,260.0,352.0,439.0,348.0,473.0,436.0,433.0,366.0,317.0,229.0,212.0,213.0,191.0,160.0,132.0,120.0,114.0,139.0,106.0,109.0,73.0,79.0,81.0,96.0
Metropolitana,13,Lo Prado,13117,104403.0,19.0,15.0,27.0,34.0,34.0,48.0,95.0,118.0,128.0,138.0,130.0,119.0,170.0,142.0,145.0,150.0,164.0,199.0,205.0,221.0,408.0,410.0,433.0,320.0,299.0,264.0,254.0,281.0,267.0,227.0,155.0,120.0,107.0,149.0,159.0,153.0,132.0,128.0,115.0,127.0
Metropolitana,13,Macul,13118,134635.0,15.0,9.0,13.0,16.0,32.0,46.0,63.0,90.0,146.0,181.0,258.0,324.0,394.0,410.0,339.0,407.0,299.0,318.0,381.0,398.0,573.0,496.0,462.0,363.0,298.0,254.0,243.0,207.0,177.0,125.0,110.0,129.0,130.0,130.0,93.0,89.0,90.0,100.0,98.0,79.0
Metropolitana,13,Maipu,13119,578605.0,84.0,85.0,107.0,109.0,106.0,118.0,144.0,195.0,261.0,324.0,529.0,513.0,773.0,892.0,875.0,934.0,870.0,964.0,1047.0,1071.0,1770.0,1552.0,1472.0,1205.0,1132.0,908.0,853.0,691.0,557.0,467.0,411.0,374.0,379.0,348.0,378.0,372.0,332.0,301.0,295.0,329.0
Metropolitana,13,Maria Pinto,13504,14926.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,7.0,11.0,12.0,11.0,4.0,7.0,25.0,28.0,40.0,42.0,56.0,44.0,37.0,30.0,28.0,25.0,19.0,13.0,11.0,9.0,6.0,12.0,14.0,18.0,19.0,20.0
Metropolitana,13,Melipilla,13501,141612.0,5.0,7.0,12.0,19.0,20.0,24.0,36.0,63.0,60.0,52.0,48.0,58.0,129.0,173.0,206.0,271.0,308.0,341.0,363.0,331.0,457.0,485.0,487.0,398.0,414.0,381.0,373.0,296.0,244.0,153.0,148.0,107.0,92.0,90.0,102.0,100.0,107.0,111.0,116.0,82.0
Metropolitana,13,Nunoa,13120,250192.0,62.0,66.0,81.0,77.0,76.0,83.0,70.0,92.0,125.0,142.0,284.0,305.0,419.0,458.0,531.0,560.0,466.0,465.0,546.0,512.0,647.0,577.0,530.0,437.0,361.0,289.0,266.0,231.0,186.0,138.0,110.0,116.0,110.0,118.0,137.0,125.0,134.0,123.0,116.0,95.0
Metropolitana,13,Padre Hurtado,13604,74188.0,11.0,9.0,10.0,11.0,6.0,9.0,22.0,25.0,33.0,37.0,43.0,37.0,71.0,70.0,72.0,69.0,70.0,71.0,112.0,114.0,231.0,219.0,211.0,211.0,183.0,153.0,154.0,129.0,113.0,68.0,60.0,71.0,87.0,52.0,49.0,53.0,46.0,42.0,45.0,38.0
Metropolitana,13,Paine,13404,82766.0,5.0,5.0,6.0,4.0,4.0,3.0,7.0,12.0,31.0,35.0,72.0,73.0,85.0,73.0,78.0,64.0,70.0,76.0,150.0,139.0,284.0,245.0,260.0,230.0,257.0,215.0,224.0,176.0,128.0,81.0,71.0,57.0,51.0,50.0,68.0,77.0,80.0,46.0,64.0,60.0
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,35.0,47.0,50.0,43.0,36.0,48.0,81.0,112.0,130.0,147.0,251.0,306.0,371.0,272.0,205.0,217.0,158.0,276.0,293.0,308.0,520.0,459.0,396.0,314.0,278.0,254.0,240.0,178.0,154.0,134.0,124.0,112.0,105.0,108.0,101.0,94.0,75.0,62.0,65.0,58.0
Metropolitana,13,Penaflor,13605,101058.0,9.0,8.0,9.0,14.0,17.0,22.0,29.0,32.0,30.0,29.0,42.0,48.0,73.0,87.0,85.0,92.0,101.0,121.0,132.0,119.0,331.0,327.0,379.0,311.0,244.0,181.0,197.0,236.0,190.0,137.0,87.0,91.0,89.0,75.0,71.0,72.0,76.0,81.0,95.0,99.0
Metropolitana,13,Penalolen,13122,266798.0,63.0,56.0,68.0,74.0,73.0,97.0,124.0,182.0,284.0,436.0,639.0,739.0,925.0,1233.0,1125.0,1202.0,1004.0,1038.0,1027.0,892.0,1233.0,1173.0,1010.0,812.0,702.0,566.0,567.0,442.0,349.0,278.0,278.0,272.0,254.0,245.0,215.0,206.0,176.0,167.0,184.0,202.0
Metropolitana,13,Pirque,13202,30433.0,5.0,6.0,5.0,5.0,4.0,6.0,17.0,27.0,25.0,25.0,38.0,46.0,46.0,57.0,85.0,106.0,70.0,71.0,53.0,43.0,132.0,129.0,106.0,91.0,103.0,100.0,92.0,51.0,39.0,32.0,23.0,19.0,25.0,32.0,40.0,32.0,33.0,22.0,21.0,16.0
Metropolitana,13,Providencia,13123,157749.0,28.0,24.0,32.0,45.0,42.0,29.0,38.0,53.0,99.0,138.0,192.0,192.0,252.0,295.0,360.0,338.0,335.0,307.0,262.0,198.0,303.0,239.0,247.0,219.0,221.0,194.0,199.0,148.0,117.0,98.0,101.0,95.0,92.0,79.0,94.0,95.0,84.0,73.0,65.0,62.0
Metropolitana,13,Pudahuel,13124,253139.0,39.0,35.0,39.0,42.0,41.0,57.0,97.0,127.0,165.0,209.0,236.0,246.0,293.0,342.0,356.0,374.0,396.0,463.0,502.0,529.0,929.0,934.0,889.0,723.0,614.0,503.0,530.0,458.0,414.0,324.0,284.0,221.0,199.0,200.0,195.0,199.0,197.0,180.0,204.0,192.0
Metropolitana,13,Puente Alto,13201,645909.0,186.0,177.0,230.0,245.0,269.0,267.0,251.0,399.0,535.0,654.0,803.0,1071.0,1237.0,1381.0,1468.0,1455.0,1336.0,1398.0,1778.0,1876.0,2795.0,2417.0,2163.0,1874.0,1692.0,1323.0,1122.0,868.0,800.0,660.0,587.0,497.0,456.0,581.0,618.0,613.0,652.0,629.0,628.0,484.0
Metropolitana,13,Quilicura,13125,254694.0,49.0,45.0,48.0,46.0,60.0,113.0,217.0,278.0,354.0,290.0,334.0,285.0,422.0,472.0,579.0,531.0,516.0,540.0,713.0,664.0,1037.0,892.0,751.0,572.0,490.0,420.0,374.0,295.0,278.0,219.0,186.0,194.0,188.0,180.0,187.0,178.0,174.0,150.0,180.0,196.0
Metropolitana,13,Quinta Normal,13126,136368.0,45.0,51.0,62.0,68.0,66.0,60.0,111.0,132.0,153.0,187.0,181.0,173.0,223.0,207.0,193.0,204.0,219.0,269.0,326.0,284.0,605.0,552.0,477.0,393.0,383.0,331.0,342.0,282.0,247.0,145.0,131.0,144.0,187.0,202.0,236.0,204.0,189.0,144.0,156.0,121.0
Metropolitana,13,Recoleta,13127,190075.0,39.0,34.0,51.0,64.0,90.0,116.0,252.0,387.0,534.0,514.0,534.0,507.0,562.0,536.0,511.0,486.0,460.0,475.0,461.0,454.0,709.0,623.0,568.0,480.0,388.0,311.0,298.0,256.0,205.0,130.0,133.0,148.0,157.0,139.0,141.0,167.0,161.0,123.0,129.0,135.0
Metropolitana,13,Renca,13128,160847.0,21.0,27.0,43.0,52.0,68.0,72.0,84.0,133.0,166.0,181.0,174.0,182.0,274.0,223.0,242.0,253.0,297.0,332.0,368.0,412.0,776.0,862.0,887.0,897.0,723.0,600.0,544.0,361.0,351.0,342.0,362.0,301.0,280.0,226.0,259.0,311.0,301.0,249.0,237.0,127.0
Metropolitana,13,San Bernardo,13401,334836.0,81.0,77.0,107.0,111.0,146.0,163.0,160.0,214.0,269.0,303.0,400.0,480.0,699.0,675.0,656.0,620.0,558.0,635.0,850.0,763.0,1380.0,1192.0,1255.0,1086.0,978.0,728.0,682.0,542.0,455.0,333.0,286.0,275.0,267.0,253.0,257.0,250.0,238.0,211.0,207.0,226.0
Metropolitana,13,San Joaquin,13129,103485.0,24.0,26.0,41.0,46.0,47.0,59.0,71.0,136.0,216.0,267.0,411.0,451.0,620.0,467.0,290.0,298.0,280.0,332.0,379.0,375.0,541.0,442.0,402.0,364.0,333.0,290.0,282.0,278.0,247.0,202.0,180.0,123.0,105.0,116.0,114.0,111.0,104.0,84.0,86.0,80.0
Metropolitana,13,San Jose de Maipo,13203,18644.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,17.0,24.0,30.0,35.0,35.0,48.0,64.0,84.0,88.0,45.0,59.0,69.0,61.0,78.0,68.0,57.0,58.0,51.0,35.0,27.0,41.0,36.0,31.0,30.0,34.0,39.0,40.0,33.0,14.0,10.0,7.0,5.0,5.0
Metropolitana,13,San Miguel,13130,133059.0,42.0,41.0,48.0,57.0,50.0,55.0,65.0,90.0,153.0,174.0,252.0,274.0,406.0,383.0,339.0,373.0,354.0,438.0,420.0,405.0,604.0,539.0,525.0,393.0,328.0,303.0,279.0,229.0,202.0,158.0,140.0,124.0,115.0,148.0,136.0,129.0,120.0,107.0,162.0,145.0
Metropolitana,13,San Pedro,13505,11953.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,8.0,5.0,3.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,6.0,8.0,8.0,9.0,18.0,36.0,42.0,35.0,32.0,27.0,13.0,10.0,9.0,7.0,5.0,5.0,4.0,9.0,14.0,17.0,14.0,13.0,6.0
Metropolitana,13,San Ramon,13131,86510.0,8.0,14.0,15.0,21.0,37.0,55.0,87.0,147.0,198.0,199.0,356.0,346.0,446.0,469.0,351.0,297.0,190.0,288.0,293.0,310.0,518.0,399.0,352.0,295.0,266.0,236.0,236.0,215.0,170.0,131.0,112.0,95.0,88.0,78.0,79.0,62.0,65.0,63.0,69.0,57.0
