Region,Codigo region,Comuna,Codigo comuna,Poblacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19,SE20,SE21,SE22,SE23,SE24,SE25,SE26,SE27,SE28,SE29,SE30
Atacama,03,Freirina,03303,7681.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,10.0,24.0,3.0,0.0
Atacama,03,Huasco,03304,11264.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,3.0,4.0,6.0,3.0,0.0,1.0,0.0
Atacama,03,Tierra Amarilla,03103,14312.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,5.0,10.0,2.0,0.0,1.0,10.0,15.0,11.0,5.0,15.0,22.0,20.0,2.0
Atacama,03,Vallenar,03301,57009.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,10.0,13.0,2.0,6.0,15.0,27.0,54.0,66.0,53.0,74.0,60.0,30.0,11.0
Atacama,03,Desconocido Atacama,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,1.0,0.0
Atacama,03,Total,,314709.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,8.0,9.0,26.0,46.0,53.0,23.0,37.0,85.0,169.0,217.0,263.0,240.0,300.0,324.0,293.0,61.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coquimbo,04,Andacollo,04103,11791.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,3.0,7.0,6.0,0.0,5.0,7.0,4.0,3.0,3.0,1.0
Coquimbo,04,Canela,04202,9546.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,6.0,5.0,0.0,2.0,0.0
Coquimbo,04,Combarbala,04302,13884.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,5.0,3.0,2.0,7.0,0.0,1.0,2.0,0.0,0.0
Coquimbo,04,Coquimbo,04102,256735.0,0,0.0,0.0,0.0,4.0,13.0,3.0,1.0,1.0,6.0,7.0,21.0,85.0,86.0,71.0,151.0,144.0,156.0,180.0,238.0,236.0,332.0,261.0,21.0
Coquimbo,04,Illapel,04201,32801.0,0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,21.0,14.0,18.0,20.0,39.0,40.0,62.0,4.0,2.0
Coquimbo,04,La Higuera,04104,4450.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,7.0,16.0,2.0
Coquimbo,04,La Serena,04101,249656.0,0,0.0,0.0,1.0,0.0,3.0,6.0,4.0,3.0,3.0,5.0,17.0,51.0,50.0,76.0,114.0,115.0,134.0,197.0,185.0,226.0,261.0,233.0,25.0
Coquimbo,04,Los Vilos,04203,23374.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,6.0,7.0,12.0,26.0,11.0,12.0,3.0,0.0
Coquimbo,04,Monte Patria,04303,32527.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,19.0,25.0,27.0,24.0,46.0,22.0,30.0,24.0,14.0,13.0,1.0
Coquimbo,04,Ovalle,04301,121269.0,0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,5.0,1.0,15.0,32.0,48.0,58.0,114.0,171.0,180.0,152.0,136.0,90.0,81.0,42.0,11.0
Coquimbo,04,Paiguano,04105,4675.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Coquimbo,04,Punitaqui,04304,12165.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,4.0,16.0,2.0,7.0,5.0,7.0,4.0,12.0,13.0,0.0
Coquimbo,04,Rio Hurtado,04305,4372.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,6.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0
Coquimbo,04,Salamanca,04204,29110.0,0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,15.0,14.0,3.0,6.0,4.0,7.0,11.0,5.0,1.0
Coquimbo,04,Vicuna,04106,29741.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,3.0,5.0,4.0,7.0,2.0,1.0,8.0,11.0,33.0,31.0,1.0
Coquimbo,04,Desconocido Coquimbo,,,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,10.0,8.0,9.0,18.0,13.0,22.0,10.0,18.0,19.0,12.0
Coquimbo,04,Total,,836096.0,0.0,0.0,0.0,2.0,7.0,22.0,19.0,18.0,15.0,17.0,16.0,72.0,199.0,222.0,272.0,497.0,526.0,576.0,621.0,708.0,680.0,851.0,647.0,77.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valparaiso,05,Algarrobo,05602,15174.0,0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,4.0,6.0,13.0,10.0,7.0,19.0,18.0,8.0,6.0,2.0,2.0,2.0,0.0
Valparaiso,05,Cabildo,05402,20663.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,7.0,7.0,17.0,20.0,40.0,51.0,56.0,29.0,29.0,9.0,1.0
Valparaiso,05,Calera,05502,53591.0,0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,4.0,7.0,2.0,2.0,7.0,19.0,21.0,23.0,49.0,59.0,85.0,86.0,98.0,98.0,83.0,7.0
Valparaiso,05,Calle Larga,05302,16482.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,3.0,8.0,29.0,25.0,27.0,24.0,25.0,40.0,20.0,9.0,4.0,0.0
Valparaiso,05,Cartagena,05603,25357.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,5.0,12.0,8.0,17.0,11.0,17.0,20.0,20.0,16.0,17.0,9.0,10.0,0.0
Valparaiso,05,Casablanca,05102,29170.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,9.0,9.0,13.0,24.0,24.0,17.0,24.0,15.0,14.0,11.0,6.0
Valparaiso,05,Catemu,05702,15213.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,14.0,15.0,14.0,4.0,19.0,8.0,11.0,9.0,1.0
Valparaiso,05,Concon,05103,45889.0,0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,11.0,6.0,9.0,16.0,19.0,27.0,53.0,45.0,53.0,79.0,68.0,51.0,21.0,4.0
Valparaiso,05,El Quisco,05604,17742.0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,0.0,5.0,9.0,14.0,15.0,15.0,19.0,11.0,7.0,12.0,22.0,9.0,11.0,0.0
Valparaiso,05,El Tabo,05605,14338.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,3.0,4.0,7.0,6.0,16.0,26.0,19.0,20.0,23.0,32.0,18.0,11.0,5.0,2.0
Valparaiso,05,Hijuelas,05503,19099.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,14.0,13.0,12.0,20.0,23.0,19.0,30.0,18.0,2.0
Valparaiso,05,Isla de Pascua,05201,8277.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,05,Juan Fernandez,05104,1033.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valparaiso,05,La Cruz,05504,25321.0,0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,8.0,7.0,4.0,5.0,14.0,15.0,11.0,14.0,24.0,17.0,16.0,20.0,2.0
Valparaiso,05,La Ligua,05401,37739.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,10.0,17.0,27.0,33.0,48.0,30.0,44.0,44.0,40.0,24.0,7.0
Valparaiso,05,Limache,05802,49931.0,0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,9.0,6.0,1.0,7.0,25.0,33.0,25.0,36.0,82.0,100.0,104.0,82.0,93.0,56.0,39.0,3.0
Valparaiso,05,Llaillay,05703,26533.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,30.0,23.0,26.0,33.0,22.0,33.0,28.0,31.0,48.0,11.0,3.0
Valparaiso,05,Los Andes,05301,68093.0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,10.0,21.0,57.0,85.0,94.0,142.0,111.0,110.0,92.0,82.0,64.0,60.0,11.0
Valparaiso,05,Nogales,05506,23490.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,6.0,7.0,9.0,16.0,18.0,15.0,21.0,18.0,24.0,4.0
Valparaiso,05,Olmue,05803,19266.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,11.0,7.0,14.0,22.0,15.0,10.0,17.0,14.0,15.0,0.0
Valparaiso,05,Panquehue,05704,7633.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,4.0,15.0,6.0,10.0,8.0,9.0,16.0,20.0,3.0
Valparaiso,05,Papudo,05403,6201.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,13.0,14.0,13.0,9.0,6.0,5.0,4.0,2.0,0.0
Valparaiso,05,Petorca,05404,10558.0,0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,9.0,4.0,5.0,14.0,10.0,10.0,8.0,2.0,1.0
Valparaiso,05,Puchuncavi,05105,20071.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,6.0,8.0,30.0,27.0,25.0,19.0,12.0,11.0,1.0,0.0
Valparaiso,05,Putaendo,05705,17645.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,7.0,7.0,7.0,15.0,29.0,27.0,28.0,26.0,21.0,18.0,6.0,0.0
Valparaiso,05,Quillota,05501,97572.0,0,0.0,0.0,1.0,0.0,3.0,7.0,3.0,8.0,1.0,5.0,3.0,19.0,21.0,47.0,78.0,194.0,194.0,209.0,207.0,210.0,124.0,56.0,11.0
Valparaiso,05,Quilpue,05801,167085.0,0,0.0,0.0,1.0,3.0,4.0,9.0,6.0,4.0,6.0,12.0,19.0,46.0,78.0,79.0,111.0,153.0,153.0,218.0,171.0,186.0,121.0,55.0,2.0
Valparaiso,05,Quintero,05107,36135.0,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,2.0,3.0,24.0,23.0,28.0,41.0,50.0,40.0,42.0,40.0,20.0,27.0,16.0,2.0
Valparaiso,05,Rinconada,05303,11263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,15.0,18.0,15.0,19.0,20.0,20.0,15.0,14.0,12.0,7.0,1.0
Valparaiso,05,San Antonio,05601,96761.0,0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,11.0,22.0,37.0,72.0,59.0,101.0,94.0,138.0,145.0,119.0,93.0,92.0,80.0,59.0,57.0,9.0
Valparaiso,05,San Esteban,05304,20643.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,7.0,4.0,10.0,16.0,28.0,19.0,18.0,28.0,27.0,29.0,14.0,1.0
Valparaiso,05,San Felipe,05701,83494.0,0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,6.0,19.0,60.0,70.0,116.0,184.0,174.0,106.0,132.0,84.0,58.0,34.0,4.0
Valparaiso,05,Santa Maria,05706,16367.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,15.0,3.0,5.0,8.0,13.0,18.0,30.0,32.0,24.0,28.0,18.0,12.0,2.0
Valparaiso,05,Santo Domingo,05606,11934.0,0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,11.0,7.0,9.0,32.0,21.0,10.0,10.0,7.0,4.0,2.0,1.0
Valparaiso,05,Valparaiso,05101,315732.0,0,0.0,0.0,1.0,2.0,11.0,14.0,13.0,20.0,17.0,26.0,83.0,116.0,151.0,236.0,314.0,486.0,524.0,493.0,374.0,303.0,293.0,198.0,18.0
Valparaiso,05,Villa Alemana,05804,139310.0,0,0.0,0.0,0.0,1.0,7.0,4.0,3.0,0.0,1.0,5.0,31.0,42.0,50.0,73.0,125.0,187.0,180.0,212.0,137.0,159.0,108.0,62.0,8.0
Valparaiso,05,Vina del Mar,05109,361371.0,0,0.0,1.0,0.0,5.0,23.0,27.0,23.0,13.0,21.0,26.0,78.0,143.0,200.0,236.0,302.0,409.0,383.0,441.0,416.0,342.0,234.0,159.0,22.0
Valparaiso,05,Zapallar,05405,7994.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,18.0,13.0,13.0,10.0,7.0,0.0
Valparaiso,05,Desconocido Valparaiso,,,0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,11.0,8.0,5.0,39.0,29.0,37.0,65.0,53.0,64.0,34.0,35.0,18.0
Valparaiso,05,Total,,1960170.0,0.0,0.0,3.0,4.0,14.0,82.0,108.0,109.0,92.0,110.0,160.0,383.0,644.0,1020.0,1267.0,1770.0,2631.0,2592.0,2700.0,2469.0,2215.0,1717.0,1121.0,156.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitana,13,Alhue,13502,7405.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,9.0,15.0,25.0,14.0,18.0,31.0,27.0,14.0,4.0
Metropolitana,13,Buin,13402,109641.0,0,0.0,0.0,0.0,0.0,5.0,16.0,11.0,13.0,19.0,21.0,62.0,137.0,188.0,231.0,217.0,284.0,271.0,207.0,168.0,169.0,116.0,90.0,8.0
Metropolitana,13,Calera de Tango,13403,28525.0,0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,5.0,1.0,8.0,19.0,32.0,37.0,70.0,72.0,75.0,56.0,77.0,40.0,32.0,18.0,1.0
Metropolitana,13,Cerrillos,13102,88956.0,0,0.0,1.0,3.0,1.0,4.0,11.0,13.0,21.0,21.0,67.0,228.0,205.0,278.0,316.0,277.0,348.0,339.0,241.0,181.0,155.0,88.0,85.0,19.0
Metropolitana,13,Cerro Navia,13103,142465.0,0,0.0,0.0,2.0,10.0,16.0,16.0,14.0,37.0,50.0,108.0,269.0,574.0,695.0,738.0,777.0,767.0,648.0,550.0,324.0,268.0,197.0,109.0,10.0
Metropolitana,13,Colina,13301,180353.0,0,0.0,1.0,3.0,7.0,28.0,15.0,26.0,17.0,24.0,36.0,134.0,372.0,539.0,609.0,613.0,603.0,420.0,340.0,250.0,176.0,148.0,66.0,8.0
Metropolitana,13,Conchali,13104,139195.0,0,0.0,0.0,2.0,2.0,17.0,14.0,19.0,42.0,74.0,133.0,383.0,632.0,718.0,667.0,647.0,651.0,560.0,461.0,325.0,279.0,193.0,75.0,14.0
Metropolitana,13,Curacavi,13503,36430.0,0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,4.0,1.0,4.0,18.0,40.0,72.0,97.0,136.0,100.0,94.0,70.0,52.0,45.0,44.0,35.0,13.0
Metropolitana,13,El Bosque,13105,172000.0,0,0.0,0.0,0.0,1.0,14.0,23.0,34.0,52.0,46.0,89.0,224.0,405.0,554.0,549.0,747.0,853.0,719.0,568.0,484.0,380.0,241.0,170.0,16.0
Metropolitana,13,El Monte,13602,40014.0,0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,4.0,3.0,7.0,16.0,41.0,75.0,142.0,101.0,127.0,129.0,153.0,101.0,102.0,68.0,28.0,14.0
Metropolitana,13,Estacion Central,13106,206792.0,0,0.0,0.0,2.0,3.0,12.0,28.0,34.0,42.0,81.0,169.0,379.0,571.0,674.0,681.0,744.0,695.0,565.0,442.0,317.0,216.0,200.0,113.0,25.0
Metropolitana,13,Huechuraba,13107,112528.0,0,0.0,1.0,0.0,5.0,21.0,10.0,19.0,21.0,33.0,57.0,204.0,375.0,500.0,454.0,424.0,393.0,288.0,307.0,178.0,146.0,103.0,69.0,8.0
Metropolitana,13,Independencia,13108,142065.0,0,0.0,0.0,0.0,4.0,16.0,10.0,26.0,50.0,146.0,308.0,573.0,787.0,779.0,776.0,731.0,567.0,444.0,332.0,214.0,198.0,156.0,90.0,18.0
Metropolitana,13,Isla de Maipo,13603,40171.0,0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,2.0,0.0,4.0,13.0,25.0,37.0,70.0,89.0,103.0,81.0,77.0,78.0,70.0,109.0,87.0,7.0
Metropolitana,13,La Cisterna,13109,100434.0,0,0.0,0.0,0.0,3.0,11.0,13.0,18.0,18.0,28.0,64.0,121.0,242.0,329.0,314.0,430.0,400.0,309.0,281.0,186.0,118.0,113.0,50.0,7.0
Metropolitana,13,La Florida,13110,402433.0,0,0.0,1.0,2.0,12.0,31.0,59.0,64.0,80.0,107.0,208.0,596.0,1038.0,1550.0,1727.0,1624.0,1670.0,1190.0,1073.0,806.0,521.0,402.0,244.0,33.0
Metropolitana,13,La Granja,13111,122557.0,0,0.0,0.0,0.0,1.0,6.0,15.0,36.0,22.0,21.0,75.0,275.0,614.0,919.0,1027.0,807.0,814.0,644.0,523.0,354.0,349.0,187.0,85.0,24.0
Metropolitana,13,La Pintana,13112,189335.0,0,0.0,1.0,1.0,3.0,10.0,21.0,35.0,51.0,95.0,157.0,349.0,761.0,921.0,1278.0,1434.0,1399.0,992.0,748.0,564.0,361.0,242.0,185.0,69.0
Metropolitana,13,La Reina,13113,100252.0,0,0.0,0.0,0.0,12.0,17.0,12.0,18.0,8.0,13.0,41.0,75.0,125.0,221.0,307.0,254.0,246.0,225.0,184.0,128.0,114.0,70.0,41.0,10.0
Metropolitana,13,Lampa,13302,126898.0,0,0.0,0.0,0.0,0.0,9.0,14.0,15.0,14.0,19.0,53.0,139.0,295.0,347.0,401.0,381.0,435.0,370.0,253.0,190.0,163.0,148.0,97.0,12.0
Metropolitana,13,Las Condes,13114,330759.0,0,1.0,1.0,18.0,60.0,128.0,69.0,42.0,37.0,34.0,76.0,247.0,504.0,699.0,753.0,684.0,576.0,499.0,370.0,284.0,215.0,140.0,122.0,18.0
