Region,Codigo region,Comuna,Codigo comuna,Poblacion,SE7,SE8,SE9,SE10,SE11,SE12,SE13,SE14,SE15,SE16,SE17,SE18,SE19,SE20,SE21,SE22,SE23,SE24,SE25,SE26,SE27,SE28,SE29,SE30,SE31,SE32,SE33,SE34
Metropolitana,13,Buin,13402,109641.0,0,0.0,0.0,0.0,0.0,5.0,16.0,10.0,13.0,18.0,22.0,62.0,138.0,188.0,232.0,216.0,282.0,268.0,208.0,168.0,167.0,120.0,103.0,68.0,76.0,109.0,46.0,10.0
Metropolitana,13,Calera de Tango,13403,28525.0,0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,5.0,1.0,7.0,19.0,32.0,37.0,71.0,73.0,75.0,55.0,78.0,39.0,31.0,18.0,13.0,10.0,11.0,9.0,2.0
Metropolitana,13,Cerrillos,13102,88956.0,0,0.0,1.0,2.0,1.0,4.0,11.0,13.0,21.0,22.0,66.0,229.0,206.0,278.0,318.0,279.0,346.0,344.0,239.0,181.0,159.0,88.0,93.0,95.0,65.0,43.0,32.0,6.0
Metropolitana,13,Cerro Navia,13103,142465.0,0,0.0,0.0,2.0,10.0,16.0,16.0,14.0,37.0,50.0,108.0,269.0,580.0,708.0,746.0,782.0,770.0,653.0,556.0,327.0,273.0,202.0,144.0,110.0,180.0,114.0,101.0,8.0
Metropolitana,13,Colina,13301,180353.0,0,0.0,1.0,3.0,7.0,28.0,16.0,25.0,17.0,25.0,36.0,135.0,371.0,546.0,611.0,616.0,606.0,421.0,342.0,252.0,177.0,148.0,75.0,55.0,51.0,65.0,52.0,13.0
Metropolitana,13,Conchali,13104,139195.0,0,0.0,0.0,2.0,2.0,17.0,14.0,19.0,43.0,73.0,134.0,385.0,635.0,724.0,688.0,651.0,655.0,560.0,467.0,330.0,280.0,199.0,90.0,109.0,94.0,80.0,77.0,16.0
Metropolitana,13,Curacavi,13503,36430.0,0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,4.0,1.0,3.0,19.0,40.0,72.0,97.0,137.0,102.0,89.0,66.0,52.0,46.0,45.0,37.0,32.0,25.0,20.0,33.0,4.0
Metropolitana,13,El Bosque,13105,172000.0,0,0.0,0.0,0.0,1.0,14.0,23.0,32.0,48.0,49.0,88.0,227.0,402.0,554.0,546.0,748.0,837.0,736.0,564.0,478.0,377.0,246.0,207.0,136.0,107.0,85.0,59.0,6.0
Metropolitana,13,El Monte,13602,40014.0,0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,4.0,3.0,7.0,16.0,40.0,75.0,141.0,102.0,127.0,131.0,153.0,101.0,100.0,69.0,32.0,44.0,42.0,39.0,12.0,4.0
Metropolitana,13,Estacion Central,13106,206792.0,0,0.0,0.0,2.0,3.0,12.0,28.0,34.0,42.0,81.0,169.0,380.0,575.0,676.0,689.0,748.0,695.0,562.0,444.0,318.0,221.0,203.0,128.0,95.0,79.0,76.0,56.0,15.0
Metropolitana,13,Huechuraba,13107,112528.0,0,0.0,1.0,0.0,5.0,21.0,11.0,19.0,23.0,33.0,57.0,210.0,376.0,501.0,457.0,421.0,391.0,291.0,308.0,187.0,144.0,114.0,90.0,91.0,79.0,66.0,63.0,7.0
Metropolitana,13,Independencia,13108,142065.0,0,0.0,0.0,0.0,4.0,16.0,10.0,28.0,50.0,145.0,308.0,569.0,793.0,787.0,780.0,732.0,571.0,444.0,334.0,217.0,198.0,166.0,114.0,82.0,95.0,76.0,72.0,13.0
Metropolitana,13,Isla de Maipo,13603,40171.0,0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,2.0,0.0,4.0,13.0,25.0,37.0,72.0,89.0,103.0,80.0,78.0,78.0,71.0,112.0,121.0,75.0,68.0,59.0,35.0,7.0
Metropolitana,13,La Cisterna,13109,100434.0,0,0.0,0.0,0.0,3.0,11.0,13.0,18.0,19.0,28.0,63.0,122.0,243.0,327.0,317.0,431.0,401.0,309.0,281.0,187.0,121.0,122.0,57.0,67.0,55.0,57.0,45.0,4.0
Metropolitana,13,La Florida,13110,402433.0,0,0.0,1.0,3.0,12.0,31.0,59.0,65.0,81.0,106.0,209.0,593.0,1046.0,1555.0,1737.0,1632.0,1671.0,1199.0,1074.0,812.0,515.0,407.0,272.0,254.0,201.0,206.0,129.0,24.0
Metropolitana,13,La Granja,13111,122557.0,0,0.0,0.0,0.0,1.0,6.0,15.0,36.0,22.0,21.0,77.0,275.0,616.0,917.0,1028.0,803.0,815.0,644.0,528.0,357.0,351.0,189.0,99.0,103.0,67.0,83.0,52.0,5.0
Metropolitana,13,La Pintana,13112,189335.0,0,0.0,1.0,1.0,4.0,10.0,21.0,36.0,52.0,95.0,164.0,358.0,783.0,947.0,1297.0,1436.0,1426.0,993.0,750.0,558.0,352.0,246.0,214.0,182.0,205.0,205.0,123.0,26.0
Metropolitana,13,La Reina,13113,100252.0,0,0.0,0.0,0.0,12.0,17.0,13.0,18.0,8.0,13.0,41.0,75.0,125.0,225.0,308.0,256.0,246.0,223.0,186.0,130.0,115.0,72.0,48.0,35.0,46.0,39.0,45.0,12.0
Metropolitana,13,Lampa,13302,126898.0,0,0.0,0.0,0.0,0.0,9.0,14.0,16.0,13.0,19.0,54.0,139.0,294.0,355.0,403.0,384.0,437.0,368.0,245.0,193.0,161.0,151.0,111.0,64.0,64.0,91.0,38.0,8.0
Metropolitana,13,Las Condes,13114,330759.0,0,1.0,1.0,18.0,60.0,129.0,69.0,43.0,38.0,34.0,75.0,247.0,506.0,709.0,765.0,686.0,586.0,502.0,373.0,291.0,219.0,140.0,134.0,116.0,89.0,84.0,85.0,22.0
Metropolitana,13,Lo Barnechea,13115,124076.0,0,0.0,0.0,2.0,14.0,56.0,31.0,23.0,37.0,41.0,65.0,151.0,272.0,405.0,423.0,377.0,458.0,318.0,182.0,129.0,103.0,54.0,63.0,52.0,53.0,46.0,56.0,20.0
Metropolitana,13,Lo Espejo,13116,103865.0,0,0.0,0.0,0.0,1.0,5.0,10.0,25.0,31.0,21.0,80.0,182.0,348.0,434.0,380.0,514.0,552.0,402.0,361.0,261.0,185.0,146.0,124.0,105.0,77.0,69.0,53.0,9.0
Metropolitana,13,Lo Prado,13117,104403.0,0,0.0,0.0,0.0,3.0,6.0,21.0,17.0,23.0,32.0,106.0,196.0,355.0,504.0,513.0,630.0,532.0,496.0,406.0,251.0,200.0,206.0,160.0,72.0,105.0,107.0,81.0,21.0
Metropolitana,13,Macul,13118,134635.0,0,0.0,0.0,1.0,3.0,17.0,23.0,20.0,14.0,24.0,78.0,196.0,442.0,545.0,645.0,559.0,640.0,471.0,377.0,259.0,184.0,156.0,91.0,110.0,82.0,58.0,71.0,9.0
Metropolitana,13,Maipu,13119,578605.0,0,0.0,0.0,1.0,13.0,52.0,73.0,83.0,97.0,117.0,157.0,435.0,916.0,1379.0,1599.0,1701.0,1826.0,1604.0,1268.0,972.0,692.0,540.0,368.0,320.0,295.0,288.0,185.0,36.0
Metropolitana,13,Maria Pinto,13504,14926.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,18.0,25.0,38.0,37.0,42.0,25.0,28.0,47.0,32.0,30.0,22.0,12.0,9.0,9.0,14.0,0.0
Metropolitana,13,Melipilla,13501,141612.0,0,0.0,0.0,1.0,1.0,6.0,5.0,4.0,9.0,24.0,37.0,85.0,107.0,212.0,353.0,481.0,477.0,419.0,448.0,351.0,294.0,219.0,135.0,75.0,68.0,66.0,84.0,17.0
Metropolitana,13,Nunoa,13120,250192.0,0,0.0,1.0,1.0,28.0,54.0,44.0,48.0,48.0,70.0,73.0,154.0,372.0,543.0,760.0,664.0,654.0,553.0,382.0,313.0,208.0,185.0,86.0,92.0,106.0,94.0,79.0,15.0
Metropolitana,13,Padre Hurtado,13604,74188.0,0,0.0,0.0,1.0,0.0,5.0,10.0,5.0,13.0,9.0,16.0,62.0,99.0,172.0,253.0,232.0,283.0,234.0,189.0,176.0,122.0,107.0,49.0,68.0,39.0,32.0,26.0,6.0
Metropolitana,13,Paine,13404,82766.0,0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,7.0,3.0,5.0,29.0,84.0,86.0,133.0,152.0,274.0,237.0,210.0,195.0,182.0,109.0,65.0,50.0,31.0,67.0,33.0,4.0
Metropolitana,13,Pedro Aguirre Cerda,13121,107803.0,0,0.0,0.0,0.0,3.0,7.0,15.0,26.0,47.0,32.0,75.0,178.0,365.0,429.0,404.0,511.0,579.0,432.0,342.0,239.0,222.0,145.0,105.0,90.0,81.0,65.0,39.0,6.0
Metropolitana,13,Penaflor,13605,101058.0,0,0.0,1.0,1.0,5.0,3.0,9.0,6.0,9.0,16.0,27.0,59.0,109.0,213.0,309.0,317.0,341.0,322.0,319.0,210.0,156.0,215.0,79.0,66.0,60.0,54.0,62.0,6.0
Metropolitana,13,Penalolen,13122,266798.0,0,0.0,1.0,3.0,9.0,30.0,37.0,40.0,52.0,71.0,122.0,412.0,989.0,1341.0,1656.0,1599.0,1438.0,1108.0,846.0,579.0,451.0,326.0,203.0,202.0,173.0,131.0,104.0,29.0
Metropolitana,13,Pirque,13202,30433.0,0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,16.0,39.0,60.0,82.0,160.0,153.0,116.0,115.0,83.0,76.0,75.0,37.0,20.0,17.0,25.0,24.0,17.0,1.0
Metropolitana,13,Providencia,13123,157749.0,0,0.0,0.0,3.0,29.0,63.0,22.0,25.0,35.0,41.0,41.0,96.0,284.0,328.0,405.0,430.0,295.0,238.0,208.0,180.0,156.0,119.0,68.0,61.0,67.0,71.0,40.0,10.0
Metropolitana,13,Pudahuel,13124,253139.0,0,0.0,1.0,1.0,2.0,19.0,28.0,37.0,43.0,48.0,140.0,366.0,679.0,1034.0,1301.0,1273.0,1321.0,870.0,744.0,509.0,369.0,328.0,262.0,191.0,169.0,136.0,126.0,18.0
Metropolitana,13,Puente Alto,13201,645909.0,0,0.0,2.0,4.0,11.0,65.0,107.0,185.0,209.0,334.0,384.0,861.0,1588.0,2236.0,2594.0,2606.0,2838.0,2394.0,1895.0,1445.0,1043.0,720.0,539.0,359.0,454.0,406.0,428.0,92.0
Metropolitana,13,Quilicura,13125,254694.0,0,0.0,0.0,3.0,3.0,21.0,30.0,46.0,46.0,143.0,334.0,553.0,828.0,971.0,901.0,1049.0,1109.0,897.0,664.0,411.0,329.0,236.0,171.0,160.0,138.0,125.0,95.0,22.0
Metropolitana,13,Quinta Normal,13126,136368.0,0,0.0,1.0,2.0,6.0,14.0,27.0,40.0,50.0,53.0,99.0,268.0,466.0,593.0,715.0,777.0,676.0,547.0,421.0,329.0,255.0,245.0,108.0,128.0,158.0,132.0,97.0,26.0
Metropolitana,13,Recoleta,13127,190075.0,0,0.0,0.0,0.0,7.0,14.0,17.0,41.0,46.0,117.0,284.0,745.0,1186.0,1147.0,1000.0,878.0,782.0,589.0,511.0,305.0,252.0,179.0,100.0,122.0,94.0,114.0,80.0,10.0
Metropolitana,13,Renca,13128,160847.0,0,0.0,0.0,0.0,5.0,7.0,11.0,8.0,36.0,68.0,111.0,297.0,631.0,747.0,853.0,798.0,868.0,807.0,892.0,612.0,492.0,414.0,305.0,287.0,246.0,260.0,183.0,13.0
Metropolitana,13,San Bernardo,13401,334836.0,0,0.0,0.0,1.0,6.0,24.0,42.0,68.0,79.0,124.0,157.0,346.0,664.0,901.0,1078.0,1303.0,1414.0,1253.0,1074.0,831.0,583.0,417.0,257.0,234.0,207.0,195.0,124.0,29.0
Metropolitana,13,San Joaquin,13129,103485.0,0,0.0,0.0,0.0,1.0,18.0,23.0,15.0,34.0,44.0,84.0,229.0,504.0,654.0,471.0,498.0,569.0,475.0,348.0,269.0,203.0,191.0,154.0,85.0,90.0,71.0,55.0,14.0
Metropolitana,13,San Jose de Maipo,13203,18644.0,0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,22.0,52.0,57.0,92.0,67.0,78.0,63.0,43.0,43.0,27.0,32.0,15.0,38.0,31.0,8.0,5.0,0.0
Metropolitana,13,San Miguel,13130,133059.0,0,0.0,1.0,1.0,3.0,27.0,24.0,28.0,47.0,49.0,80.0,210.0,454.0,521.0,624.0,587.0,642.0,467.0,432.0,257.0,214.0,166.0,123.0,65.0,122.0,91.0,69.0,19.0
Metropolitana,13,San Pedro,13505,11953.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,7.0,9.0,16.0,16.0,21.0,27.0,11.0,33.0,29.0,18.0,12.0,6.0,2.0,8.0,8.0,11.0,0.0
Metropolitana,13,San Ramon,13131,86510.0,0,0.0,0.0,0.0,1.0,3.0,11.0,11.0,13.0,42.0,90.0,249.0,456.0,558.0,534.0,462.0,550.0,415.0,300.0,198.0,183.0,163.0,102.0,75.0,59.0,52.0,38.0,8.0
Metropolitana,13,Santiago,13101,503147.0,0,0.0,1.0,3.0,31.0,100.0,107.0,151.0,168.0,177.0,394.0,952.0,1716.0,1724.0,1878.0,1631.0,1472.0,1195.0,984.0,632.0,504.0,424.0,239.0,190.0,155.0,163.0,110.0,24.0
Metropolitana,13,Talagante,13601,81838.0,0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,3.0,10.0,10.0,44.0,59.0,99.0,122.0,153.0,186.0,221.0,210.0,187.0,140.0,85.0,53.0,66.0,27.0,32.0,41.0,8.0
Metropolitana,13,Tiltil,13303,21477.0,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,5.0,11.0,34.0,43.0,57.0,62.0,93.0,63.0,50.0,44.0,38.0,15.0,15.0,14.0,12.0,13.0,11.0,4.0
Metropolitana,13,Vitacura,13132,96774.0,0,0.0,0.0,6.0,32.0,50.0,29.0,14.0,7.0,5.0,13.0,55.0,162.0,216.0,188.0,152.0,139.0,102.0,96.0,81.0,52.0,32.0,30.0,25.0,38.0,24.0,25.0,5.0
Metropolitana,13,Desconocido Metropolitana,,,0,0.0,0.0,0.0,7.0,9.0,19.0,54.0,177.0,364.0,564.0,710.0,1410.0,2169.0,2409.0,1672.0,1349.0,1351.0,1423.0,853.0,471.0,288.0,162.0,99.0,110.0,65.0,54.0,61.0
Metropolitana,13,Total,,8125072.0,0.0,1.0,15.0,70.0,355.0,1042.0,1150.0,1483.0,1928.0,2914.0,5349.0,12531.0,23536.0,30598.0,34137.0,33575.0,33775.0,27611.0,23033.0,16586.0,12553.0,9639.0,6485.0,5379.0,5103.0,4717.0,3677.0,756.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Libertador General Bernardo O’Higgins,06,Chepica,06302,15925.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,6.0,22.0,18.0,20.0,16.0,26.0,17.0,13.0,2.0,5.0,11.0,6.0
Del Libertador General Bernardo O’Higgins,06,Chimbarongo,06303,37696.0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,13.0,9.0,7.0,12.0,18.0,19.0,30.0,22.0,16.0,16.0,14.0,16.0,7.0,4.0,4.0
Del Libertador General Bernardo O’Higgins,06,Codegua,06102,14096.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,10.0,13.0,17.0,21.0,34.0,24.0,27.0,29.0,22.0,11.0,9.0,21.0,4.0
Del Libertador General Bernardo O’Higgins,06,Coinco,06103,7831.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,8.0,3.0,5.0,7.0,20.0,9.0,15.0,12.0,11.0,4.0,10.0,7.0,4.0,0.0
Del Libertador General Bernardo O’Higgins,06,Coltauco,06104,21263.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,13.0,4.0,4.0,9.0,20.0,22.0,17.0,26.0,31.0,46.0,29.0,34.0,26.0,5.0
Del Libertador General Bernardo O’Higgins,06,Donihue,06105,22700.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,12.0,16.0,14.0,11.0,20.0,32.0,68.0,59.0,56.0,44.0,35.0,21.0,26.0,21.0,16.0,4.0
Del Libertador General Bernardo O’Higgins,06,Graneros,06106,36504.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,14.0,21.0,24.0,25.0,33.0,51.0,65.0,67.0,59.0,47.0,33.0,11.0,17.0,39.0,38.0,5.0
Del Libertador General Bernardo O’Higgins,06,La Estrella,06202,3114.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,12.0,6.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Las Cabras,06107,26749.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,9.0,17.0,30.0,43.0,28.0,29.0,16.0,14.0,29.0,36.0,61.0,6.0
Del Libertador General Bernardo O’Higgins,06,Litueche,06203,6765.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,3.0,0.0,1.0,6.0,15.0,21.0,8.0,6.0,3.0,2.0,6.0,4.0,5.0,4.0,0.0
Del Libertador General Bernardo O’Higgins,06,Lolol,06304,7289.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,11.0,5.0,7.0,5.0,13.0,1.0,0.0,0.0,0.0,6.0,6.0,3.0,1.0
Del Libertador General Bernardo O’Higgins,06,Machali,06108,59913.0,0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,5.0,5.0,9.0,18.0,24.0,36.0,56.0,105.0,225.0,196.0,120.0,62.0,54.0,34.0,36.0,21.0,20.0,3.0
Del Libertador General Bernardo O’Higgins,06,Malloa,06109,14163.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,6.0,11.0,15.0,17.0,11.0,14.0,23.0,19.0,10.0,4.0,7.0,3.0
Del Libertador General Bernardo O’Higgins,06,Marchihue,06204,7632.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,3.0,1.0,4.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Mostazal,06110,27462.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,15.0,21.0,28.0,23.0,25.0,40.0,31.0,18.0,15.0,14.0,16.0,10.0,17.0,4.0
Del Libertador General Bernardo O’Higgins,06,Nancagua,06305,19141.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,5.0,9.0,7.0,12.0,8.0,7.0,13.0,10.0,5.0,3.0,4.0,15.0,6.0,4.0
Del Libertador General Bernardo O’Higgins,06,Navidad,06205,6904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,2.0,6.0,1.0,11.0,12.0,9.0,8.0,9.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Olivar,06111,14624.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,4.0,13.0,5.0,13.0,16.0,28.0,34.0,37.0,18.0,9.0,15.0,12.0,15.0,10.0,9.0
Del Libertador General Bernardo O’Higgins,06,Palmilla,06306,13299.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,7.0,4.0,3.0,2.0,8.0,3.0,3.0,16.0,4.0,14.0,3.0
Del Libertador General Bernardo O’Higgins,06,Paredones,06206,6349.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0,4.0,2.0,7.0,1.0,2.0,1.0
Del Libertador General Bernardo O’Higgins,06,Peralillo,06307,11848.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,12.0,11.0,1.0,5.0,4.0,2.0,2.0,3.0,6.0,2.0,5.0,1.0
Del Libertador General Bernardo O’Higgins,06,Peumo,06112,14952.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,6.0,2.0,14.0,20.0,5.0,17.0,17.0,12.0,1.0
Del Libertador General Bernardo O’Higgins,06,Pichidegua,06113,20743.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,3.0,3.0,7.0,9.0,15.0,25.0,30.0,21.0,16.0,22.0,53.0,51.0,29.0,7.0
Del Libertador General Bernardo O’Higgins,06,Pichilemu,06201,17882.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,4.0,2.0,6.0,6.0,4.0,0.0,12.0,4.0,1.0,0.0,1.0,0.0,1.0
Del Libertador General Bernardo O’Higgins,06,Placilla,06308,9164.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,6.0,10.0,3.0,2.0,7.0,11.0,6.0,6.0,3.0,0.0,9.0,1.0,0.0
Del Libertador General Bernardo O’Higgins,06,Pumanque,06309,3531.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Del Libertador General Bernardo O’Higgins,06,Quinta de Tilcoco,06114,13877.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,10.0,16.0,20.0,15.0,12.0,16.0,12.0,14.0,5.0,3.0,0.0
Del Libertador General Bernardo O’Higgins,06,Rancagua,06101,265211.0,0,0.0,0.0,0.0,0.0,9.0,4.0,7.0,3.0,9.0,13.0,27.0,89.0,177.0,227.0,283.0,430.0,657.0,1100.0,933.0,698.0,502.0,282.0,163.0,205.0,232.0,213.0,45.0
Del Libertador General Bernardo O’Higgins,06,Rengo,06115,63710.0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,5.0,3.0,8.0,19.0,29.0,27.0,48.0,70.0,122.0,142.0,136.0,186.0,119.0,82.0,73.0,83.0,42.0,4.0
Del Libertador General Bernardo O’Higgins,06,Requinoa,06116,30371.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,13.0,21.0,16.0,41.0,78.0,60.0,54.0,45.0,24.0,21.0,27.0,13.0,11.0,2.0
Del Libertador General Bernardo O’Higgins,06,San Fernando,06301,78642.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,8.0,9.0,23.0,16.0,22.0,27.0,55.0,60.0,51.0,60.0,57.0,55.0,68.0,69.0,63.0,9.0
Del Libertador General Bernardo O’Higgins,06,San Vicente,06117,50617.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,16.0,27.0,17.0,14.0,24.0,37.0,58.0,52.0,51.0,55.0,56.0,48.0,70.0,99.0,41.0,7.0
Del Libertador General Bernardo O’Higgins,06,Santa Cruz,06310,41096.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,10.0,7.0,18.0,21.0,15.0,20.0,22.0,24.0,13.0,21.0,46.0,36.0,33.0,5.0
Del Libertador General Bernardo O’Higgins,06,Desconocido O’Higgins,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,6.0,4.0,9.0,7.0,2.0,11.0,3.0,6.0,0.0,1.0,0.0,2.0
Del Libertador General Bernardo O’Higgins,06,Total,,991063.0,0.0,0.0,1.0,0.0,1.0,23.0,18.0,11.0,13.0,21.0,48.0,68.0,225.0,399.0,503.0,559.0,844.0,1294.0,2090.0,1964.0,1556.0,1316.0,932.0,687.0,835.0,860.0,717.0,146.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maule,07,Cauquenes,07201,44143.0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,9.0,2.0,1.0,4.0,13.0,14.0,53.0,54.0,44.0,50.0,45.0,28.0,43.0,19.0,13.0,6.0,5.0,7.0,0.0
Maule,07,Chanco,07202,9331.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,6.0,9.0,1.0,1.0,10.0,6.0,2.0,1.0,3.0,4.0,0.0
Maule,07,Colbun,07402,22565.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,9.0,13.0,15.0,10.0,22.0,23.0,15.0,22.0,15.0,18.0,23.0,9.0,29.0,13.0,5.0
Maule,07,Constitucion,07102,50348.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,7.0,4.0,1.0,2.0,3.0,5.0,6.0,20.0,24.0,45.0,52.0,37.0,39.0,54.0,47.0,20.0,32.0,16.0,1.0
Maule,07,Curepto,07103,9426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,10.0,6.0,5.0,2.0,4.0,4.0,5.0,18.0,23.0,3.0
Maule,07,Curico,07301,163626.0,0,0.0,0.0,1.0,2.0,3.0,6.0,3.0,12.0,9.0,10.0,11.0,19.0,44.0,148.0,194.0,279.0,264.0,238.0,220.0,165.0,157.0,136.0,148.0,92.0,72.0,64.0,10.0
Maule,07,Empedrado,07104,4206.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,14.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
Maule,07,Hualane,07302,10222.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,29.0,29.0,20.0,11.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
Maule,07,Licanten,07303,6989.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0
Maule,07,Linares,07401,101073.0,0,0.0,1.0,0.0,0.0,2.0,5.0,5.0,4.0,6.0,3.0,4.0,13.0,17.0,18.0,30.0,42.0,82.0,93.0,78.0,84.0,84.0,64.0,71.0,72.0,69.0,79.0,18.0
Maule,07,Longavi,07403,32810.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,12.0,11.0,23.0,29.0,53.0,33.0,26.0,27.0,25.0,6.0,12.0,12.0,27.0,13.0,5.0
Maule,07,Maule,07105,60000.0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,12.0,3.0,0.0,3.0,14.0,13.0,28.0,30.0,36.0,48.0,36.0,53.0,45.0,60.0,50.0,24.0,48.0,44.0,3.0
