Region,Arica y Parinacota,Tarapacá,Antofagasta,Atacama,Coquimbo,Valparaíso,Metropolitana,O’Higgins,Maule,Ñuble,Biobío,Araucanía,Los Ríos,Los Lagos,Aysén,Magallanes,Total
2020-05-15,5,97,54,3,15,99,2060,28,21,36,41,28,5,8,0,2,2502
2020-05-16,9,66,98,3,7,53,1518,6,11,36,38,23,0,3,0,15,1886
2020-05-17,1,130,76,3,7,109,1890,37,22,21,25,19,1,3,0,9,2353
2020-05-18,20,81,84,8,18,79,1767,52,29,43,45,33,4,5,0,10,2278
2020-05-19,24,53,59,1,27,86,3140,24,38,3,28,27,5,4,0,1,3520
2020-05-20,2,30,83,5,24,131,3588,13,40,23,52,14,18,10,0,5,4038
2020-05-21,29,107,47,5,5,117,3462,10,51,9,39,35,11,27,0,10,3964
2020-05-22,18,147,63,7,13,133,3709,27,51,5,48,22,4,24,0,5,4276
2020-05-23,11,78,56,7,13,96,3049,26,41,52,43,37,12,10,0,5,3536
2020-05-24,16,93,50,0,29,114,3145,36,69,25,60,34,16,9,0,13,3709
2020-05-25,15,66,68,3,15,75,4386,34,61,37,44,49,7,27,2,6,4895
2020-05-26,9,107,48,3,46,150,3355,66,60,8,44,26,7,18,2,15,3964
2020-05-27,19,74,74,9,71,121,3726,37,53,27,63,33,5,10,0,6,4328
2020-05-28,21,146,111,5,27,154,3904,14,54,31,112,38,9,23,2,3,4654
2020-05-29,20,136,70,5,55,112,2995,40,60,37,101,35,12,8,2,7,3695
2020-05-30,6,157,111,8,60,195,3341,11,76,14,110,71,15,38,0,7,4220
2020-05-31,31,111,81,3,31,130,4253,29,41,1,91,11,11,3,1,2,4830
2020-06-01,17,165,75,14,40,181,4735,28,44,33,91,40,7,0,0,1,5471
2020-06-02,18,68,64,4,19,247,2955,30,40,0,12,30,5,31,1,3,3527
2020-06-03,47,88,67,6,31,174,3997,88,214,39,133,32,4,19,0,3,4942
2020-06-04,35,128,146,16,54,248,3699,36,137,43,86,9,7,13,1,6,4664
2020-06-05,46,155,62,11,60,249,3176,49,102,57,78,106,11,42,0,3,4207
2020-06-06,37,129,109,12,66,314,4128,95,135,41,111,33,10,17,0,9,5246
2020-06-07,31,156,121,25,92,282,5268,72,140,20,105,56,17,18,1,1,6405
2020-06-08,24,142,91,33,133,287,3674,72,67,62,56,33,8,7,1,6,4696
2020-06-09,40,99,157,9,52,242,2990,62,113,32,43,35,21,18,0,0,3913
2020-06-10,16,100,157,17,81,223,4620,125,151,32,152,43,6,13,0,1,5737
2020-06-11,37,105,194,24,89,251,4389,110,120,57,128,47,10,21,1,13,5596
2020-06-12,44,127,132,24,93,306,5559,77,131,45,129,44,17,21,0,5,6754
2020-06-13,51,181,153,23,74,356,5057,159,153,19,166,66,8,25,2,16,6509
2020-06-14,47,141,248,12,44,231,5647,139,153,41,132,30,10,33,0,30,6938
2020-06-15,30,113,270,36,120,254,3882,85,94,54,59,53,32,27,2,32,5143
2020-06-16,17,107,87,18,44,250,4022,209,98,20,55,47,4,10,0,25,5013
2020-06-17,56,114,126,49,87,206,3539,197,93,53,171,19,8,39,0,0,4757
2020-06-18,21,82,287,25,96,220,3021,220,206,45,168,49,12,14,0,9,4475
2020-06-19,56,126,300,37,119,285,4421,294,215,129,218,33,12,35,1,9,6290
2020-06-20,30,148,387,27,78,256,3603,302,151,32,257,23,10,37,1,13,5355
2020-06-21,46,115,246,33,86,284,3789,339,252,24,253,49,21,50,0,20,5607
2020-06-22,49,97,247,35,69,317,3026,234,145,22,247,40,11,52,0,17,4608
2020-06-23,23,87,283,29,57,286,2469,175,149,14,170,18,4,29,0,11,3804
2020-06-24,30,62,236,38,54,286,2350,249,153,24,136,10,4,17,0,0,3649
2020-06-25,38,73,288,52,98,295,3035,258,175,14,238,27,12,22,1,22,4648
2020-06-26,37,135,227,50,69,315,2616,268,181,41,256,41,11,36,1,12,4296
2020-06-27,63,59,285,38,75,257,2957,186,169,43,181,23,7,32,5,26,4406
2020-06-28,38,122,281,31,76,253,2569,284,140,46,259,44,19,36,6,12,4216
2020-06-29,36.0,81.0,317.0,50.0,104.0,234.0,2508.0,238.0,141.0,21.0,197.0,40.0,11.0,33.0,1.0,5.0,4017.0
2020-06-30,28.0,75.0,204.0,37.0,89.0,211.0,2255.0,237.0,86.0,13.0,102.0,19.0,12.0,14.0,0.0,12.0,3394.0
2020-07-01,63,67,254,71,69,256,1316,164,168,17,148,15,5,28,0,9,2650
2020-07-02,56,99,202,21,51,193,1353,200,103,33,106,21,2,50,4,4,2498
2020-07-03,57,83,285,31,54,264,2072,180,154,43,180,57,5,72,0,11,3548
2020-07-04,60,74,253,42,109,301,2236,234,170,43,131,45,7,50,0,3,3758
2020-07-05,57,136,296,45,101,285,2080,209,121,44,194,30,4,74,2,7,3685
2020-07-06,81,124,236,48,111,180,1648,187,113,40,155,54,7,26,0,15,3025
2020-07-07,32,73,239,22,76,202,1315,213,117,23,102,19,4,22,0,3,2462
2020-07-08,60,84,231,34,67,165,987,99,86,60,103,10,5,69,1,3,2064
2020-07-09,94,78,252,72,91,199,1687,194,119,82,164,23,13,52,0,13,3133
2020-07-10,49,94,190,38,139,256,1525,308,133,56,171,33,5,47,1,13,3058
2020-07-11,73,89,313,55,108,204,1329,141,113,71,144,19,7,76,1,12,2755
2020-07-12,72,97,219,54,77,259,1661,128,107,56,164,38,1,64,5,10,3012
2020-07-13,95,44,235,57,63,218,1431,149,103,24,130,9,3,45,2,8,2616
2020-07-14,76,26,190,41,13,169,864,152,85,24,91,11,8,71,0,15,1836
2020-07-15,97,49,165,48,98,113,690,116,100,19,112,36,4,54,2,9,1712
2020-07-16,104,43,195,23,74,196,1193,149,144,58,188,25,17,65,1,0,2475
2020-07-17,96,98,216,2,125,193,1501,176,141,15,156,21,24,65,8,3,2840
2020-07-18,76,105,188,43,87,142,1086,86,79,98,150,8,5,23,0,8,2185
2020-07-19,44,70,199,40,158,180,828,120,134,29,141,22,8,100,0,6,2082
2020-07-20,132,134,116,38,126,181,965,103,67,28,148,23,10,23,0,3,2099
2020-07-21,103,54,80,63,71,146,685,90,125,23,105,27,4,74,0,3,1656
2020-07-22,59,50,173,31,68,207,714,125,77,13,116,22,1,73,0,8,1741
2020-07-23,132,84,165,61,145,197,1013,125,118,37,170,24,7,75,0,7,2371
2020-07-24,144,125,155,61,152,160,1066,162,112,27,181,46,4,115,1,4,2545
2020-07-25,100,70,131,74,161,247,886,104,140,21,183,26,8,131,2,3,2287
2020-07-26,135,41,155,156,161,143,802,111,122,7,182,23,8,142,0,9,2198
2020-07-27,77,120,151,14,124,147,912,94,99,59,145,45,7,122,3,14,2133
2020-07-28,121,276,128,48,105,131,658,39,44,13,139,31,5,111,0,26,1876
2020-07-29,99,63,140,62,141,111,661,89,112,30,143,45,3,67,2,4,1773
2020-07-30,99,116,88,114,104,176,684,104,113,25,153,26,7,83,0,56,1948
2020-07-31,85,35,151,117,173,149,825,91,99,25,177,46,6,122,3,19,2123
2020-08-01,106,64,129,95,88,185,771,89,60,27,174,28,1,142,0,20,1979
2020-08-02,75,61,140,99,128,193,773,94,102,27,182,42,6,132,3,24,2081
2020-08-03,59,63,154,133,82,123,687,86,73,20,145,44,8,62,0,23,1762
2020-08-04,78,60,85,34,108,137,497,50,89,13,121,27,4,123,0,36,1462
2020-08-05,64,83,162,167,81,109,664,67,61,28,152,19,5,92,0,27,1781
2020-08-06,98,39,132,60,129,190,702,102,96,13,179,57,5,96,1,43,1947
2020-08-07,86,85,128,129,114,166,728,132,122,46,227,30,4,137,2,8,2149
2020-08-08,77,27,161,138,95,240,700,221,119,49,175,21,14,114,0,49,2201
2020-08-09,150,89,134,13,146,170,695,100,97,32,211,32,4,128,8,27,2036
2020-08-10,103,52,150,304,134,155,591,81,67,38,130,40,13,72,1,55,1988
2020-08-11,93,124,85,130,101,127,446,105,64,20,153,18,13,49,0,36,1566
2020-08-12,117,72,83,110,81,145,463,116,74,36,87,35,6,95,0,19,1540
2020-08-13,61,85,106,87,146,181,603,106,84,31,222,38,9,75,0,18,1852
2020-08-14,83,72,134,117,111,186,764,85,99,32,200,36,6,102,0,50,2077
2020-08-15,97,51,102,125,175,183,524,62,98,8,158,46,3,90,1,54,1777
2020-08-16,87,54,125,133,148,234,649,87,122,11,209,29,6,123,2,67,2086
2020-08-17,68,93,112,111,101,130,494,47,70,37,197,23,2,48,0,22,1556
2020-08-18,51,63,63,127,119,111,339,67,74,30,115,41,2,64,0,68,1336
2020-08-19,36,52,74,63,94,160,322,65,77,29,136,30,2,57,0,36,1233
2020-08-20,69,52,71,43,109,154,595,99,123,44,249,37,4,98,1,65,1813
2020-08-21,79,76,135,70,105,190,544,82,107,40,246,62,8,84,0,92,1920
2020-08-22,84,49,85,102,157,165,627,60,103,66,218,48,10,70,2,80,1926
2020-08-23,43,69,73,67,197,193,553,73,99,38,282,25,17,98,0,115,1942
2020-08-24,80,54,135,103,132,172,509,125,75,60,260,16,5,56,1,120,1903
2020-08-25,39,44,57,89,98,111,453,76,71,39,148,40,4,38,4,95,1406
2020-08-26,45,38,86,28,121,141,357,93,95,70,140,27,3,64,4,59,1371
2020-08-27,44,39,101,38,100,179,468,69,86,54,335,16,11,49,0,147,1739
2020-08-28,63,35,72,67,129,218,541,93,90,88,253,43,6,108,4,58,1868
2020-08-29,56,64,104,76,58,233,559,102,101,92,359,40,5,69,9,106,2033
2020-08-30,61,43,108,69,80,233,641,83,112,57,225,33,7,109,0,104,1966
2020-08-31,67,39,61,45,132,206,482,88,79,80,260,31,17,51,1,113,1753
2020-09-01,55,28,61,68,60,171,424,88,71,25,155,35,10,51,0,113,1415
2020-09-02,25,46,66,56,112,206,465,85,76,28,153,43,4,84,0,132,1582
2020-09-03,62,36,89,14,91,149,526,115,122,49,251,60,27,51,0,116,1758
2020-09-04,54,36,70,36,91,204,569,101,173,89,296,61,11,67,0,107,1965
2020-09-05,50,41,84,37,104,207,573,108,108,53,234,48,15,87,6,206,1961
2020-09-06,55,40,88,50,85,195,619,83,133,93,291,45,16,141,4,139,2077
2020-09-07,63,21,84,35,96,139,476,97,167,41,212,44,17,47,0,225,1764
2020-09-08,39,38,67,51,53,121,350,101,73,35,152,37,11,33,0,102,1263
2020-09-09,32,48,51,67,72,111,513,61,113,30,165,71,28,55,0,65,1482
2020-09-10,37,30,77,28,78,166,469,88,180,43,246,72,22,37,7,59,1639
2020-09-11,49,40,62,53,95,187,407,115,190,90,229,91,30,110,0,112,1860
2020-09-12,40,40,59,44,121,191,538,150,172,86,238,72,39,82,1,262,2135
2020-09-13,54,61,55,46,89,200,480,125,183,103,244,86,47,65,10,234,2082
2020-09-14,50,41,69,45,79,191,463,84,133,73,189,51,27,64,13,113,1685
2020-09-15,47,37,54,76,88,149,322,126,98,57,176,99,20,94,9,84,1536
2020-09-16,48,21,35,24,39,103,377,81,116,27,140,66,16,42,2,168,1305
2020-09-17,33,46,46,41,61,121,456,124,184,63,264,62,18,100,10,230,1860
2020-09-18,41,42,44,35,76,200,383,116,159,62,235,72,17,70,13,108,1673
2020-09-19,63,20,48,84,54,155,417,116,143,53,209,92,9,199,21,165,1848
2020-09-20,53,34,37,33,33,116,453,106,119,77,153,59,14,101,9,203,1600
2020-09-21,13,34,28,58,29,67,198,103,89,32,110,98,40,37,10,248,1194
2020-09-22,32,28,49,20,19,53,223,51,106,26,146,87,12,54,11,137,1054
2020-09-23,45,15,44,59,22,98,332,100,149,22,164,97,26,55,16,128,1372
2020-09-24,44,19,65,23,40,146,401,112,152,42,273,56,43,99,18,198,1731
2020-09-25,70,41,70,44,50,177,434,124,173,56,268,158,39,222,14,282,2222
2020-09-26,55,44,68,40,53,180,501,109,177,78,264,101,48,138,20,233,2109
2020-09-27,82,56,82,54,75,143,417,103,147,65,209,109,56,167,9,149,1923
2020-09-28,69,35,47,69,53,117,430,73,118,41,190,86,40,169,1,231,1770
2020-09-29,57,41,27,38,40,116,296,113,92,44,133,55,54,159,86,271,1622
2020-09-30,65,44,55,39,39,121,466,82,121,20,133,179,45,70,36,169,1684
2020-10-01,61,49,37,38,32,124,417,104,159,49,214,145,42,131,26,132,1760
2020-10-02,79,36,65,33,43,121,468,79,164,64,184,137,58,161,17,130,1839
2020-10-03,68,69,71,36,56,139,321,104,106,34,182,146,48,197,36,267,1880
2020-10-04,61,29,46,21,29,160,357,61,129,33,208,122,53,147,34,218,1708
2020-10-05,44,29,62,28,33,89,363,92,128,24,151,166,27,178,2,151,1567
2020-10-06,52,31,30,42,32,103,242,72,98,20,130,132,60,179,7,324,1554
2020-10-07,50,25,24,35,25,96,287,39,48,16,97,104,36,90,25,134,1131
2020-10-08,61,31,63,35,32,88,308,84,119,47,164,201,39,132,8,163,1575
2020-10-09,53,18,65,17,19,104,424,76,138,41,176,199,58,138,33,191,1750
2020-10-10,44,33,48,42,26,134,336,91,125,28,226,145,42,179,21,302,1824
2020-10-11,43,67,58,26,18,120,369,96,129,40,220,166,50,219,34,121,1776
2020-10-12,60,26,66,42,26,95,312,56,131,31,190,150,37,130,18,109,1517
2020-10-13,43,21,31,20,24,66,267,98,76,44,184,154,44,197,15,108,1392
2020-10-14,50,30,28,30,12,52,251,37,56,25,143,122,20,115,19,99,1089
2020-10-15,45,15,32,16,22,86,237,51,48,6,176,145,21,124,26,72,1122
2020-10-16,59,35,41,20,25,95,383,48,91,22,302,164,66,243,18,77,1689
2020-10-17,42,38,71,42,26,122,371,152,159,48,234,97,78,240,31,60,1811
2020-10-18,52,19,36,24,28,113,374,105,123,30,254,229,47,236,8,81,1759
2020-10-19,27,36,42,42,14,87,388,92,111,49,154,131,46,171,27,128,1545
2020-10-20,22,23,45,13,22,67,243,67,68,18,131,101,50,125,22,82,1099
2020-10-21,37,43,23,19,16,73,248,60,42,24,144,164,24,147,33,55,1152
2020-10-22,54,31,42,24,13,96,353,75,85,38,190,105,60,229,15,85,1495
2020-10-23,51,38,34,27,13,73,341,62,102,56,247,319,54,261,23,72,1773
2020-10-24,50,28,55,17,22,97,357,79,103,36,229,176,64,221,22,75,1631
2020-10-25,40,31,46,24,19,84,343,62,108,27,199,176,64,239,2,76,1540
2020-10-26,41,39,46,27,10,73,334,44,93,35,212,195,60,191,13,92,1505
2020-10-27,22,39,23,18,4,55,141,36,33,22,157,114,70,157,4,27,922
2020-10-28,20,34,34,19,20,48,246,26,23,24,120,180,48,105,4,53,1004
2020-10-29,53,27,60,14,18,69,334,67,115,43,211,175,35,211,15,72,1519
2020-10-30,43,46,41,27,14,70,288,48,140,51,204,170,86,229,8,64,1529
2020-10-31,43,56,21,24,15,83,401,45,107,55,222,173,110,204,12,115,1686
2020-11-01,24,27,45,12,14,107,310,56,80,55,196,221,86,271,10,93,1607
2020-11-02,18,32,41,7,6,48,302,38,76,14,200,133,95,226,15,63,1314
2020-11-03,26,7,18,9,13,56,211,31,44,50,143,139,68,122,1,71,1009
2020-11-04,20,25,13,9,11,41,179,23,27,8,127,123,60,110,17,53,846
2020-11-05,40,37,30,1,10,76,346,42,92,21,253,253,80,157,8,94,1540
2020-11-06,43,54,39,3,11,74,368,59,83,46,255,260,95,314,11,86,1801
2020-11-07,32,35,55,3,12,83,296,35,113,39,260,178,76,252,10,89,1568
2020-11-08,35,43,18,7,7,87,321,56,64,49,243,265,99,189,6,87,1576
2020-11-09,33,43,36,5,14,55,242,55,84,46,196,151,83,200,6,69,1318
2020-11-10,16,47,22,10,6,47,183,28,40,40,127,189,67,198,3,60,1083
2020-11-11,18,27,9,5,7,56,156,24,33,17,164,170,74,113,10,21,904
2020-11-12,30,52,41,3,17,91,298,36,79,51,352,172,109,219,9,72,1631
2020-11-13,17,45,49,18,5,97,269,37,144,50,281,152,113,244,6,65,1592
2020-11-14,25,26,38,6,19,70,312,63,84,39,275,237,90,245,7,108,1644
2020-11-15,26,29,41,11,9,92,350,24,81,39,237,187,120,282,14,55,1597
2020-11-16,17,6,18,8,6,44,254,57,69,90,260,104,82,256,4,56,1331
2020-11-17,8,52,17,13,7,38,155,36,55,31,161,142,92,144,5,47,1003
2020-11-18,18,28,5,19,9,49,208,23,45,24,170,118,57,132,10,30,945
2020-11-19,24,27,27,6,14,67,309,41,89,46,299,178,60,206,8,54,1455
2020-11-20,32,38,31,11,25,81,317,26,74,61,252,183,139,206,5,92,1573
2020-11-21,10,27,28,5,25,67,339,58,84,51,284,164,91,239,15,63,1550
2020-11-22,16,21,21,27,11,71,289,41,92,68,241,197,102,212,6,82,1497
2020-11-23,18,29,23,11,23,63,319,55,60,46,269,130,108,199,1,86,1440
2020-11-24,6,11,13,13,21,65,205,41,46,41,150,119,69,101,2,102,1005
2020-11-25,7,34,13,6,17,46,238,14,37,29,221,138,64,87,10,43,1004
2020-11-26,20,55,31,4,18,101,280,41,89,66,315,173,83,189,5,94,1564
2020-11-27,11,47,36,13,19,70,331,34,93,45,331,173,100,162,6,99,1570
2020-11-28,18,38,27,24,36,113,420,50,67,68,274,200,89,179,10,105,1718
2020-11-29,15,17,29,10,43,97,344,35,69,62,252,154,79,189,8,86,1489
2020-11-30,19,28,46,13,19,50,302,39,85,54,255,126,68,125,10,74,1313
2020-12-01,3,35,17,7,15,41,194,37,34,42,248,171,75,109,1,90,1119
2020-12-02,10,8,12,10,12,64,276,45,59,18,191,172,55,81,3,19,1035
2020-12-03,13,21,14,5,26,90,297,62,70,67,390,134,116,123,5,74,1507
2020-12-04,14,46,28,11,18,94,468,50,63,75,319,200,80,166,4,93,1729
2020-12-05,14,5,25,12,61,99,401,30,71,50,299,166,63,154,6,77,1533
2020-12-06,14,42,35,3,16,113,446,43,83,54,370,134,104,154,5,94,1710
2020-12-07,14,70,29,10,63,82,314,58,95,47,369,264,93,150,6,96,1760
2020-12-08,2,18,28,13,18,76,340,68,135,49,222,149,80,113,4,74,1389
2020-12-09,17,27,17,12,16,53,356,36,48,29,248,134,54,103,14,83,1247
2020-12-10,18,34,30,8,36,75,373,44,93,72,407,108,96,214,3,51,1662
2020-12-11,14,51,31,10,22,96,352,42,91,62,282,202,90,101,7,78,1531
2020-12-12,32,2,35,5,25,102,443,48,116,49,425,151,78,200,5,91,1807
2020-12-13,25,82,67,10,19,129,479,50,138,61,398,268,127,168,9,109,2139
2020-12-14,22,51,60,5,88,84,502,48,136,59,398,105,100,125,5,123,1911
2020-12-15,12,72,37,9,37,91,361,48,123,35,242,184,66,107,3,71,1498
2020-12-16,9,76,26,9,31,93,354,36,133,42,264,107,65,95,10,52,1402
2020-12-17,3,82,63,12,39,165,485,64,101,68,409,129,83,213,11,71,1998
2020-12-18,50,54,68,12,49,137,655,54,184,66,475,219,134,165,4,78,2404
2020-12-19,11,61,58,11,31,126,527,84,183,61,421,253,132,167,18,73,2217
2020-12-20,30,67,48,20,53,130,525,54,177,74,405,215,83,214,11,85,2191
2020-12-21,15,64,75,16,38,91,417,72,189,54,421,180,71,159,6,75,1943
2020-12-22,11,94,59,23,43,108,345,36,130,45,253,162,94,184,7,105,1699
2020-12-23,17,64,43,14,39,96,443,66,152,40,279,158,70,188,12,45,1726
2020-12-24,40,91,68,17,43,176,567,51,257,92,442,185,93,174,15,84,2395
2020-12-25,23,93,106,23,50,166,580,59,233,90,425,182,88,276,18,108,2520
2020-12-26,22,97,73,8,40,140,581,95,264,112,422,216,124,287,20,63,2564
2020-12-27,9,101,40,15,17,103,406,53,180,71,286,182,38,179,8,23,1711
2020-12-28,20,64,65,7,29,80,500,70,247,122,227,174,31,178,36,73,1923
2020-12-29,22,78,56,12,29,49,490,38,207,60,317,139,158,194,15,94,1958
2020-12-30,29,124,84,6,44,123,560,63,157,45,324,119,75,134,22,52,1961
2020-12-31,28,78,118,13,47,225,792,77,214,90,612,222,132,267,22,85,3022
2021-01-01,54,163,142,17,76,254,883,151,321,113,507,233,151,355,14,140,3588
2021-01-02,47,110,162,33,50,299,873,105,93,57,482,234,189,489,21,94,3338
2021-01-03,28,102,83,27,35,145,440,71,471,87,336,161,83,171,10,38,2289
2021-01-04,12,103,116,29,37,137,476,77,354,73,200,340,81,315,25,75,2450
2021-01-05,23,226,120,10,54,120,629,92,260,69,311,165,97,176,6,99,2457
2021-01-06,29,137,139,15,27,155,564,105,158,44,283,197,113,258,25,129,2378
2021-01-07,42,128,225,42,68,295,819,151,229,71,584,223,191,475,17,125,3685
2021-01-08,49,269,204,50,68,333,926,124,329,115,488,362,222,483,42,137,4201
2021-01-09,76,182,257,50,70,307,934,136,354,93,576,325,245,611,42,102,4361
2021-01-10,47,184,237,52,66,379,887,159,312,124,506,320,236,531,35,106,4181
2021-01-11,99,173,307,3,133,198,822,174,277,88,533,219,209,608,35,92,3970
2021-01-12,47,202,212,90,66,237,635,102,239,101,343,290,141,390,4,139,3238
2021-01-13,34,193,191,66,69,212,704,74,367,65,288,270,128,576,42,115,3394
2021-01-14,100,280,199,54,68,280,810,145,450,73,505,326,206,557,26,98,4177
2021-01-15,60,240,230,58,112,279,825,158,426,111,609,347,167,670,53,126,4471
2021-01-16,85,149,432,83,94,240,881,147,343,109,507,266,254,619,28,76,4313
2021-01-17,117,231,399,58,68,290,806,152,376,96,441,324,221,659,41,61,4340
2021-01-18,96,200,356,55,89,191,712,157,378,128,439,276,191,519,26,105,3918
2021-01-19,63,176,347,45,96,168,570,130,261,115,393,247,219,455,41,74,3400
2021-01-20,44,240,169,40,94,190,664,161,321,84,340,386,163,570,46,71,3583
2021-01-21,83,220,172,84,108,384,892,167,325,112,522,314,237,581,33,129,4363
2021-01-22,95,156,504,79,103,291,907,264,348,143,583,299,258,753,38,135,4956
