date,Rain,Pressure,Solar Radiation,Temperature,Relative Humidity,Wind Direction,Wind Speed,SO2,NO2,HCNM,HCT,CH4,CO,NO,NOx,O3,PM10,PM2.5
2011-01-01 00:00:01+00:00,0.19086021505376333,1009.0541049798104,182.47051351351314,28.933580080753675,71.72756393001343,176.7390675675675,0.6484246575342463,4.319518413597731,[],[],[],[],0.2979837618403252,[],[],16.862794561933526,56.94549257759778,[]
2011-02-01 00:00:01+00:00,0.054166666666666655,1010.9853004622499,186.60812982998357,29.30946268656712,65.76179104477616,184.4607120743035,0.6848291925465834,5.728953125000002,[],[],[],[],0.25487987987988003,[],[],16.767478849407773,69.01963909774442,[]
2011-03-01 00:00:01+00:00,0.16559139784946245,1012.1637535014008,75.06298319327725,26.27950268817202,80.7019758064516,195.26981792717098,0.5259523809523813,3.388781869688383,[],[],[],[],0.21178861788617895,[],[],11.833436578171089,49.64243279569891,[]
2011-04-01 00:00:01+00:00,0.15333333333333332,1014.3122205882348,65.58863235294113,26.610863509749308,76.10839832869081,186.61237113402058,0.6128571428571423,3.0645440956651715,[],[],[],[],0.2472510518934082,[],[],14.419407051282056,52.76122362869201,[]
2011-05-01 00:00:01+00:00,0.20403225806451614,1017.0684823848245,28.589593495934977,22.672110215053756,77.66965053763437,171.12701897018968,0.6346341463414629,3.1389810771470152,[],[],[],[],0.320767160161507,[],[],10.571695156695164,50.058479138627185,[]
2011-06-01 00:00:01+00:00,0.06406685236768805,1017.7423422159897,21.01715686274509,21.31674094707522,75.58701949860725,183.9014446002805,0.6256100981767176,4.983147877013173,[],[],[],[],0.35693706293706334,[],[],12.307745098039236,58.69056296296299,[]
2011-07-01 00:00:01+00:00,0.07043010752688175,1018.425274725275,32.48808803301238,21.399381868131872,76.1843269230769,188.11524071526821,0.6484869325997249,5.203717579250722,[],[],[],[],0.3716965517241378,[],[],15.294834254143645,64.59612104539195,[]
2011-08-01 00:00:01+00:00,0.0812006319115324,1017.2497939778115,58.04765451664028,23.115403225806432,71.61602150537635,185.69724247226614,0.6649682539682539,4.383776223776219,[],[],[],[],0.2824696356275303,[],[],17.9527125506073,65.29814814814823,[]
2011-09-01 00:00:01+00:00,0.05166666666666669,1019.5961918194643,93.13025423728828,22.483018080667605,69.36668984700971,194.02138613861368,0.6637340876944829,3.270966386554623,[],[],[],[],0.1780000000000001,[],[],25.618345021037864,64.35408430232556,[]
2011-10-01 00:00:01+00:00,0.186046511627907,1013.4247913669069,132.48806358381475,23.920624151967434,73.4672184531886,182.79521676300578,0.6738150289017347,3.5974555403556794,[],[],[],[],0.2689387755102043,[],[],22.1749931972789,66.55591280653945,[]
2011-11-01 00:00:01+00:00,0.12666666666666665,1013.7505042016796,162.9547685834499,23.91926966292133,72.59005617977526,177.4823033707865,0.6998595505617978,3.0295149786019953,[],[],[],[],0.23369300911854082,[],[],16.735367231638435,55.0957762237762,[]
2011-12-01 00:00:01+00:00,0.23870967741935475,1010.7887314439944,153.9350675675674,25.760040322580647,74.6006989247312,167.63081081081089,0.7395405405405419,3.1166343490304653,[],[],[],[],0.26152588555858347,[],[],14.48264177040111,59.25935309973038,[]
2012-01-01 00:00:01+00:00,0.2486559139784945,1012.0123315363893,174.2936941813255,26.183484224965735,75.83596707818931,168.20909336941807,0.7210419485791607,7.001618497109821,[],[],[],[],0.23680055401662037,[],[],12.301080332409951,51.88060356652952,[]
2012-02-01 00:00:01+00:00,0.007471264367816094,1012.1242257597687,218.42001455604012,28.431860465116284,65.29418604651165,169.57724890829698,0.7612227074235797,10.415925925925922,[],[],[],[],0.23246932515337448,[],[],14.952932098765418,62.49778581765553,[]
2012-03-01 00:00:01+00:00,0.07959770114942531,1013.5231929347813,159.8076902173908,27.291926729986468,71.92340569877872,174.04014945652168,0.7185461956521728,9.050623306233067,[],[],[],[],0.22714090287277686,[],[],18.574136904761904,56.81292119565219,[]
2012-04-01 00:00:01+00:00,0.10365168539325846,1013.5134269662922,93.31407303370788,25.975638888888888,76.97295833333334,169.12971910112364,0.6485955056179774,4.682995319812795,[],[],[],[],0.26619777158774366,[],[],14.42230998509689,49.48538997214483,[]
