date,Rain,Pressure,Solar Radiation,Temperature,Relative Humidity,Wind Direction,Wind Speed,SO2,NO2,HCNM,HCT,CH4,CO,NO,NOx,O3,PM10,PM2.5
2011-01-01 00:00:01+00:00,0.10564516129032261,1008.6514160583941,192.23581120943965,28.102164948453602,67.90531664212078,153.22373333333334,1.107372372372372,[],[],[],[],[],0.48133729569093625,[],[],20.797111111111093,31.986191860465116,[]
2011-02-01 00:00:01+00:00,0.01875,1010.6357462686574,219.01910447761148,28.418820895522344,61.596895522388046,131.20025373134334,1.2743006993007002,[],[],[],[],[],0.36879699248120273,[],[],21.176461769115456,40.06948640483384,[]
2011-03-01 00:00:01+00:00,0.13817204301075275,1011.8984543010749,126.12969086021549,25.121314363143625,77.27703252032522,137.23576612903233,1.069180107526881,[],[],[],[],[],0.3844233378561739,[],[],13.34871934604903,29.014965986394557,[]
2011-04-01 00:00:01+00:00,0.20029985007496243,1014.4251472868224,145.8493798449608,25.652630718954253,71.78419934640526,153.06405279503105,1.1761024844720496,5.7257608695652165,[],[],[],[],0.40069291338582674,[],[],15.108272583201273,31.567703125,[]
2011-05-01 00:00:01+00:00,0.16424731182795704,1016.894784946237,98.70079301075258,21.855672043010767,73.36845430107526,182.47348118279575,0.9158064516129046,5.5845290858725845,[],[],[],[],0.4239541160593799,[],[],14.763773584905687,34.414535666218036,[]
2011-06-01 00:00:01+00:00,0.050347705146036134,1017.5141666666663,106.15078984485216,20.741338912133866,70.51963737796366,179.35062234794904,0.8713861386138605,5.762447552447557,[],[],[],[],0.4718296089385473,[],[],13.946181818181826,44.337542134831466,[]
2011-07-01 00:00:01+00:00,0.015020862308762161,1018.1324596774194,110.46922114047243,20.791034946236586,70.92138440860215,170.149819193324,0.9586926286509035,4.808148648648648,[],[],[],[],0.4865768194070082,[],[],14.207867746288795,52.97018970189702,[]
2011-08-01 00:00:01+00:00,0.02634408602150537,1016.9751547779267,119.80236877523548,22.148586810228814,67.56736204576045,163.6659757738896,1.0540511440107654,4.9644444444444495,[],[],[],[],0.44202976995940424,[],[],19.861590296495955,47.61645861601086,[]
2011-09-01 00:00:01+00:00,0.013888888888888886,1019.2653888888891,125.79486111111063,21.363936022253128,65.39806675938799,148.0284027777778,1.2295972222222222,4.004578651685395,[],[],[],[],0.3367364016736404,[],[],26.874817927170866,42.36223776223776,[]
2011-10-01 00:00:01+00:00,0.18010752688172058,1013.4378962131834,133.48442577030832,23.202135785007087,69.20025210084037,143.98437587657784,1.23218793828892,4.600584045584046,[],[],[],[],0.42294781382228475,[],[],23.8506638418079,42.05582984658298,[]
2011-11-01 00:00:01+00:00,0.12138888888888899,1013.4174027777764,128.69266666666647,22.894353268428343,68.62102920723227,141.30524339360224,1.1800278164116837,4.263457142857136,[],[],[],[],0.3716713483146068,[],[],17.701033519553082,39.41340782122905,[]
2011-12-01 00:00:01+00:00,0.20261627906976745,1010.3784883720929,121.41808139534865,25.21264317180618,69.88807635829663,151.26431686046516,1.1657994186046512,5.778807339449539,[],[],[],[],0.40698085419734886,[],[],18.08952871870396,38.701183431952664,[]
2012-01-01 00:00:01+00:00,0.2913978494623654,1011.783261455525,139.29703504043133,25.740558739255007,68.81335243553006,148.95432614555256,1.147425876010782,7.4354207119741025,[],[],[],[],0.4020694645441384,[],[],14.226918518518513,60.01014492753623,[]
2012-02-01 00:00:01+00:00,0.05919540229885058,1011.8908244274805,233.2656661562019,27.618946608946587,61.37926406926401,133.464333843798,1.3117457886676878,11.998171521035609,[],[],[],[],0.34702743902439004,[],[],22.680548589341683,45.82412790697674,[]
2012-03-01 00:00:01+00:00,0.14022988505747133,1013.3116620879131,176.89423076923043,25.983080054274087,68.72834464043419,144.19776098901096,1.105027472527472,7.855920329670336,[],[],[],[],0.3743204577968531,[],[],21.119746835443042,39.013623978201636,[]
2012-04-01 00:00:01+00:00,0.1355555555555556,1013.306541666667,137.37951388888914,24.845291666666697,72.80361111111115,160.05131944444435,1.00751388888889,7.029579831932775,[],[],[],[],0.37561624649859954,[],[],17.401340782122908,35.53491620111732,[]
2012-05-01 00:00:01+00:00,0.12822580645161294,1017.7007790368274,118.47950424929226,22.1818817204301,71.5361827956989,175.61685552407928,0.8832011331444757,9.12906976744186,[],[],[],[],0.2196518987341773,[],[],13.877749326145556,37.33152909336942,[]
