date,Rain,Pressure,Solar Radiation,Temperature,Relative Humidity,Wind Direction,Wind Speed,SO2,NO2,HCNM,HCT,CH4,CO,NO,NOx,O3,PM10,PM2.5
2011-01-01 00:00:01+00:00,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2011-02-01 00:00:01+00:00,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2011-03-01 00:00:01+00:00,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2011-04-01 00:00:01+00:00,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2011-05-01 00:00:01+00:00,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2011-06-01 00:00:01+00:00,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2011-07-01 00:00:01+00:00,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2011-08-01 00:00:01+00:00,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2011-09-01 00:00:01+00:00,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2011-10-01 00:00:01+00:00,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2011-11-01 00:00:01+00:00,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2011-12-01 00:00:01+00:00,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2012-01-01 00:00:01+00:00,0.20268817204301082,1011.7817991631797,210.20794979079486,27.675251396648044,73.01548882681563,[],[],2.842568149210902,35.8792488954345,0.06412536443148688,2.372186588921276,2.308309037900867,0.4091891891891894,20.94101620029455,56.85703976435939,40.957385524372235,25.91716510903427,[]
2012-02-01 00:00:01+00:00,0.0709770114942529,1011.8949926144759,277.91217455621273,30.430903703703695,61.27425185185191,[],[],2.681100628930816,38.05929022082021,0.04766037735849047,2.2750757575757583,2.2257735849056606,0.38935229067930516,22.650818897637823,60.48753164556961,54.04121359223307,33.77916018662519,[]
2012-03-01 00:00:01+00:00,0.278225806451613,1012.9731001371747,211.39674253200556,28.283475274725312,70.45640109890107,[],[],1.9587689969604858,40.09536959553695,0.06408963585434176,2.2973809523809536,2.2332913165266133,0.3928951048951048,22.17084033613444,62.906108786610815,48.45490984743409,30.4,[]
2012-04-01 00:00:01+00:00,0.38472222222222224,1012.920569444444,156.75176388888886,27.15241666666669,74.17120833333341,[],[],1.2591743119266048,39.48423728813557,0.06106259097525474,2.3328675400291154,2.2715866084425116,0.4087994350282488,26.482627118644032,65.97289548022601,35.337623066104065,30.775873015873017,[]
2012-05-01 00:00:01+00:00,0.22853185595567868,1017.3255430183356,131.37572637517636,24.28614950634698,73.18802538787021,[],[],3.412550860719871,47.33886201991464,0.08305683563748079,2.6037019969278017,2.520952380952383,0.4776562500000003,48.28773826458042,95.62088193456611,18.740586552217426,38.67424501424503,[]
2012-06-01 00:00:01+00:00,0.3533333333333333,1017.3119209039547,101.82254237288127,24.290706214689266,77.09860169491525,[],[],2.931612903225808,44.09475106685632,0.09498579545454539,2.3192755681818142,2.2246448863636314,0.5716809116809118,39.16079545454544,83.32950284090917,14.490156918687587,40.399081779053084,[]
2012-07-01 00:00:01+00:00,0.19516129032258067,1018.037953929538,123.12571815718155,23.70597560975613,70.0674119241193,[],[],2.786771300448432,43.642315068493154,0.09692729766803859,2.249561042524003,2.153100137174207,0.5484815321477433,43.21353424657531,86.85257534246573,21.55476125511596,53.21310344827586,[]
2012-08-01 00:00:01+00:00,0.07903225806451611,1021.6730651872401,165.61823855755895,24.39646324549238,65.86001386962552,[],[],2.656125984251967,40.91557746478878,0.055322128851540614,2.258445378151258,2.2030672268907523,0.38465734265734286,30.142760563380318,71.49130801687753,19.940506329113955,38.33954350927245,[]
2012-09-01 00:00:01+00:00,0.17642956764295675,1017.3751400560219,162.85764044943824,25.10627808988765,65.76335674157309,[],[],3.220943396226414,46.49372521246455,0.06540000000000007,2.1428999999999956,2.0774857142857064,0.42041076487252044,25.40797450424927,71.91984419263467,40.65606232294613,46.687568807339446,[]
2012-10-01 00:00:01+00:00,0.058333333333333334,1013.2668194070085,207.2302291105122,27.48141509433966,64.86915094339625,[],[],1.7875463623395145,30.294046961325993,0.044369747899159824,2.0802646239554274,2.0369080779944273,0.37414464534075104,17.70100828729281,47.99158839779009,45.304902506963785,39.70300872093023,[]
2012-11-01 00:00:01+00:00,0.0714701601164483,1011.8875545851529,175.32946142649197,26.09084425036391,73.8378457059679,[],[],1.4222052067381323,32.364017725258485,0.039473684210526196,2.0513345864661656,2.0125563909774433,0.354254385964912,17.837728613569325,50.24733038348087,34.754079528718705,25.43445692883895,[]
2012-12-01 00:00:01+00:00,0.08037634408602153,1009.4124561403515,254.92740890688265,31.075182186234787,63.38388663967611,[],[],1.8878328611898016,27.858349120433033,0.07191780821917813,2.1283424657534282,2.0568356164383594,0.3877792915531335,14.281150202977013,42.13581867388365,34.79142857142857,31.009148351648356,[]
2013-01-01 00:00:01+00:00,0.7125000000000005,1011.5706048387094,172.125752688172,27.78102150537633,74.65212244897953,[],[],2.708414096916299,31.012404891304374,0.048808219178082216,2.2050342935528175,2.156598079561047,0.3275440976933512,22.320095108695654,53.33016304347826,25.76046511627909,23.88902739726027,[]
2013-02-01 00:00:01+00:00,0.157814871016692,1010.7420182094083,214.17968133535655,30.560075872534114,67.01807926829271,[],[],1.094975530179444,30.714259541984745,0.02746564885496184,2.119022900763355,2.1046717557251844,0.40743119266055067,16.055832061068706,46.763419847328265,41.718202764976944,31.82070987654321,[]
